STRUCT_ID	DRUG_NAME	GENE	ATC_CODE	TARGET_CLASS	TDL	Entrez
1884	naratriptan	HTR1E	N02CC02	GPCR	Tchem	3354
1884	naratriptan	HTR1A	N02CC02	GPCR	Tclin	3350
1884	naratriptan	HTR1B	N02CC02	GPCR	Tclin	3351
1886	nateglinide	ABCC9	A10BX03	Ion channel	Tclin	10060
1886	nateglinide	KCNJ11	A10BX03	Ion channel	Tclin	3767
1886	nateglinide	ABCC8	A10BX03	Ion channel	Tclin	6833
1886	nateglinide	KCNJ11	A10BX03	Ion channel	Tclin	3767
1887	nebivolol	ADRB2	C07AB12, C07BB12, C07FB12, C09DX05	GPCR	Tclin	154
1887	nebivolol	ADRB1	C07AB12, C07BB12, C07FB12, C09DX05	GPCR	Tclin	153
1887	nebivolol	HTR1A	C07AB12, C07BB12, C07FB12, C09DX05	GPCR	Tclin	3350
1889	nedocromil	GPR35	R01AC07, R03BC03, S01GX04	GPCR	Tchem	2859
1889	nedocromil	CYSLTR1	R01AC07, R03BC03, S01GX04	GPCR	Tclin	10800
1890	nefazodone	HTR2A	N06AX06	GPCR	Tclin	3356
1890	nefazodone	SLC6A2	N06AX06	Transporter	Tclin	6530
1890	nefazodone	SLC6A4	N06AX06	Transporter	Tclin	6532
1890	nefazodone	SLC6A3	N06AX06	Transporter	Tclin	6531
1890	nefazodone	HRH1	N06AX06	GPCR	Tclin	3269
1890	nefazodone	ADRA2B	N06AX06	GPCR	Tclin	151
1890	nefazodone	ADRA1A	N06AX06	GPCR	Tclin	148
1890	nefazodone	HTR1A	N06AX06	GPCR	Tclin	3350
1890	nefazodone	DRD2	N06AX06	GPCR	Tclin	1813
1890	nefazodone	HTR2C	N06AX06	GPCR	Tclin	3358
1890	nefazodone	ABCB11	N06AX06	Transporter	Tchem	8647
1890	nefazodone	CYP3A4	N06AX06	Enzyme	Tclin	1576
1891	nefopam	SCN5A	N02BG06	Ion channel	Tclin	6331
1891	nefopam	SLC6A4	N02BG06	Transporter	Tclin	6532
1891	nefopam	SLC6A2	N02BG06	Transporter	Tclin	6530
1891	nefopam	HTR2C	N02BG06	GPCR	Tclin	3358
1891	nefopam	HTR2B	N02BG06	GPCR	Tclin	3357
1891	nefopam	SLC6A3	N02BG06	Transporter	Tclin	6531
1891	nefopam	HTR2A	N02BG06	GPCR	Tclin	3356
1893	nelfinavir	OPRM1	J05AE04	GPCR	Tclin	4988
1893	nelfinavir	DRD1	J05AE04	GPCR	Tclin	1812
1893	nelfinavir	CYP3A4	J05AE04	Enzyme	Tclin	1576
1893	nelfinavir	SLC6A2	J05AE04	Transporter	Tclin	6530
1893	nelfinavir	CHRM5	J05AE04	GPCR	Tclin	1133
1893	nelfinavir	ADRB3	J05AE04	GPCR	Tclin	155
1893	nelfinavir	SLC6A3	J05AE04	Transporter	Tclin	6531
1893	nelfinavir	ADORA3	J05AE04	GPCR	Tchem	140
1893	nelfinavir	OPRK1	J05AE04	GPCR	Tclin	4986
1893	nelfinavir	OPRD1	J05AE04	GPCR	Tclin	4985
1893	nelfinavir	EGFR	J05AE04	Kinase	Tclin	1956
1893	nelfinavir	LCK	J05AE04	Kinase	Tclin	3932
1893	nelfinavir	FYN	J05AE04	Kinase	Tclin	2534
1893	nelfinavir	TBXAS1	J05AE04	Enzyme	Tchem	6916
1893	nelfinavir	MAPK3	J05AE04	Kinase	Tchem	5595
1893	nelfinavir	MAPK14	J05AE04	Kinase	Tchem	1432
1893	nelfinavir	TACR2	J05AE04	GPCR	Tchem	6865
1893	nelfinavir	ABCB1	J05AE04	Transporter	Tchem	5243
1897	neostigmine	ACHE	N07AA01, S01EB06, N07AA51	Enzyme	Tclin	43
1897	neostigmine	BCHE	N07AA01, S01EB06, N07AA51	Enzyme	Tclin	590
1899	nepafenac	PTGS1	S01BC10	Enzyme	Tclin	5742
1899	nepafenac	PTGS2	S01BC10	Enzyme	Tclin	5743
1901	nesiritide	NPR1	C01DX19	Enzyme	Tclin	4881
1906	nicotinamide	SIRT3	A11HA01	Enzyme	Tchem	23410
1906	nicotinamide	SIRT2	A11HA01	Enzyme	Tchem	22933
1906	nicotinamide	SIRT1	A11HA01	Enzyme	Tchem	23411
1906	nicotinamide	HCAR2	A11HA01	GPCR	Tclin	338442
1906	nicotinamide	NNMT	A11HA01	Enzyme	Tchem	4837
1909	nicardipine	CACNA1H	C08CA04	Ion channel	Tclin	8912
1909	nicardipine	NR1I2	C08CA04	Nuclear hormone receptor	Tchem	8856
1909	nicardipine	CYP2C9	C08CA04	Enzyme	Tchem	1559
1909	nicardipine	CYP3A4	C08CA04	Enzyme	Tclin	1576
1909	nicardipine	ABCB1	C08CA04	Transporter	Tchem	5243
1909	nicardipine	ADORA3	C08CA04	GPCR	Tchem	140
1909	nicardipine	ABCG2	C08CA04	Transporter	Tchem	9429
1909	nicardipine	CACNA1C	C08CA04	Ion channel	Tclin	775
1909	nicardipine	CACNA1D	C08CA04	Ion channel	Tclin	776
1912	niclosamide	CYP2C9	P02DA01	Enzyme	Tchem	1559
1912	niclosamide	EGFR	P02DA01	Kinase	Tclin	1956
1912	niclosamide	AKT1	P02DA01	Kinase	Tchem	207
1912	niclosamide	KDR	P02DA01	Kinase	Tclin	3791
1912	niclosamide	SRC	P02DA01	Kinase	Tclin	6714
1912	niclosamide	TEK	P02DA01	Kinase	Tclin	7010
1912	niclosamide	JAK2	P02DA01	Kinase	Tclin	3717
1912	niclosamide	STAT3	P02DA01	Transcription factor	Tchem	6774
1912	niclosamide	AURKA	P02DA01	Kinase	Tchem	6790
1912	niclosamide	PDPK1	P02DA01	Kinase	Tchem	5170
1912	niclosamide	FGFR1	P02DA01	Kinase	Tclin	2260
1912	niclosamide	KIT	P02DA01	Kinase	Tclin	3815
1912	niclosamide	GSK3B	P02DA01	Kinase	Tclin	2932
1912	niclosamide	LYN	P02DA01	Kinase	Tclin	4067
1919	nicorandil	NPR1	C01DX16	Enzyme	Tclin	4881
1919	nicorandil	KCNJ1	C01DX16	Ion channel	Tchem	3758
1919	nicorandil	KCNJ11	C01DX16	Ion channel	Tclin	3767
1920	nicotine	CHRNA4	N07BA01	Ion channel	Tclin	1137
1920	nicotine	CHRNB2	N07BA01	Ion channel	Tclin	1141
1920	nicotine	CHRNA1	N07BA01	Ion channel	Tclin	1134
1920	nicotine	CHRNB1	N07BA01	Ion channel	Tclin	1140
1920	nicotine	CHRND	N07BA01	Ion channel	Tclin	1144
1920	nicotine	CHRNG	N07BA01	Ion channel	Tclin	1146
1920	nicotine	HTR3A	N07BA01	Ion channel	Tchem	3359
1920	nicotine	HTR3B	N07BA01	Ion channel	Tchem	9177
1920	nicotine	HTR3C	N07BA01	Ion channel	Tchem	170572
1920	nicotine	HTR3D	N07BA01	Ion channel	Tchem	200909
1920	nicotine	HTR3E	N07BA01	Ion channel	Tclin	285242
1920	nicotine	CHRNA1	N07BA01	Ion channel	Tclin	1134
1920	nicotine	CHRNA3	N07BA01	Ion channel	Tclin	1136
1920	nicotine	CHRNB4	N07BA01	Ion channel	Tclin	1143
1920	nicotine	CHRNA3	N07BA01	Ion channel	Tclin	1136
1920	nicotine	CHRNB2	N07BA01	Ion channel	Tclin	1141
1920	nicotine	CYP2A6	N07BA01	Enzyme	Tchem	1548
1920	nicotine	KCND3	N07BA01	Ion channel	Tclin	3752
1920	nicotine	CHRNA7	N07BA01	Ion channel	Tchem	1139
1920	nicotine	TRPA1	N07BA01	Ion channel	Tclin	8989
1920	nicotine	CHRNA2	N07BA01	Ion channel	Tchem	1135
1920	nicotine	CHRNB2	N07BA01	Ion channel	Tclin	1141
1920	nicotine	CHRNA4	N07BA01	Ion channel	Tclin	1137
1920	nicotine	CHRNB4	N07BA01	Ion channel	Tclin	1143
1920	nicotine	CHRNA3	N07BA01	Ion channel	Tclin	1136
1920	nicotine	CHRNA2	N07BA01	Ion channel	Tchem	1135
1920	nicotine	CHRNB4	N07BA01	Ion channel	Tclin	1143
1920	nicotine	CHRNA3	N07BA01	Ion channel	Tchem	1136
1920	nicotine	CHRNA6	N07BA01	Ion channel	Tchem	8973
1920	nicotine	CHRNB2	N07BA01	Ion channel	Tclin	1141
1920	nicotine	CHRNB3	N07BA01	Ion channel	Tclin	1142
1922	nifedipine	CACNA1D	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	776
1922	nifedipine	HTR2A	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tclin	3356
1922	nifedipine	CACNA1F	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	778
1922	nifedipine	HTR2C	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tclin	3358
1922	nifedipine	ADORA1	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tclin	134
1922	nifedipine	CYP1A2	C08CA05, C07FB03, C08CA55, C08GA01	Enzyme	Tchem	1544
1922	nifedipine	PDE4A	C08CA05, C07FB03, C08CA55, C08GA01	Enzyme	Tclin	5141
1922	nifedipine	TBXAS1	C08CA05, C07FB03, C08CA55, C08GA01	Enzyme	Tchem	6916
1922	nifedipine	CCR2	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tchem	729230
1922	nifedipine	KCNA2	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	3737
1922	nifedipine	CACNA1H	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	8912
1922	nifedipine	TTR	C08CA05, C07FB03, C08CA55, C08GA01	Secreted	Tclin	7276
1922	nifedipine	GLRA1	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	2741
1922	nifedipine	ADORA3	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tchem	140
1922	nifedipine	GSR	C08CA05, C07FB03, C08CA55, C08GA01	Enzyme	Tclin	2936
1922	nifedipine	SCN1A	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	6323
1922	nifedipine	SCN2A	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	6326
1922	nifedipine	SCN3A	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	6328
1922	nifedipine	CACNA1C	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	775
1922	nifedipine	KCNA5	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	3741
1922	nifedipine	ADORA2A	C08CA05, C07FB03, C08CA55, C08GA01	GPCR	Tclin	135
1922	nifedipine	CYP3A4	C08CA05, C07FB03, C08CA55, C08GA01	Enzyme	Tclin	1576
1922	nifedipine	KCNH2	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	3757
1922	nifedipine	GLRA3	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tchem	8001
1922	nifedipine	GLRB	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	2743
1922	nifedipine	ABCB11	C08CA05, C07FB03, C08CA55, C08GA01	Transporter	Tchem	8647
1922	nifedipine	MYLK	C08CA05, C07FB03, C08CA55, C08GA01	Kinase	Tchem	4638
1922	nifedipine	CACNA1S	C08CA05, C07FB03, C08CA55, C08GA01	Ion channel	Tclin	779
1932	nilotinib	INSR	L01EA03	Kinase	Tclin	3643
1932	nilotinib	BMX	L01EA03	Kinase	Tchem	660
1932	nilotinib	FGFR2	L01EA03	Kinase	Tclin	2263
1932	nilotinib	FGFR1	L01EA03	Kinase	Tclin	2260
1932	nilotinib	JAK2	L01EA03	Kinase	Tclin	3717
1932	nilotinib	MAPK10	L01EA03	Kinase	Tchem	5602
1932	nilotinib	FLT3	L01EA03	Kinase	Tclin	2322
1932	nilotinib	ABL1	L01EA03	Kinase	Tclin	25
1932	nilotinib	CA2	L01EA03	Enzyme	Tclin	760
1932	nilotinib	MAPK9	L01EA03	Kinase	Tchem	5601
1932	nilotinib	SRC	L01EA03	Kinase	Tclin	6714
1932	nilotinib	PDGFRA	L01EA03	Kinase	Tclin	5156
1932	nilotinib	EPHB4	L01EA03	Kinase	Tchem	2050
1932	nilotinib	MAP2K5	L01EA03	Kinase	Tchem	5607
1932	nilotinib	RAF1	L01EA03	Kinase	Tclin	5894
1932	nilotinib	EPHA1	L01EA03	Kinase	Tchem	2041
1932	nilotinib	MAP4K1	L01EA03	Kinase	Tchem	11184
1932	nilotinib	BRAF	L01EA03	Kinase	Tclin	673
1932	nilotinib	FGR	L01EA03	Kinase	Tchem	2268
1932	nilotinib	FRK	L01EA03	Kinase	Tchem	2444
1932	nilotinib	CLK1	L01EA03	Kinase	Tchem	1195
1932	nilotinib	EPHA8	L01EA03	Kinase	Tchem	2046
1932	nilotinib	EPHA2	L01EA03	Kinase	Tclin	1969
1932	nilotinib	EPHA3	L01EA03	Kinase	Tchem	2042
1932	nilotinib	STK10	L01EA03	Kinase	Tchem	6793
1932	nilotinib	YES1	L01EA03	Kinase	Tclin	7525
1932	nilotinib	CSK	L01EA03	Kinase	Tchem	1445
1932	nilotinib	TNNI3K	L01EA03	Kinase	Tchem	51086
1932	nilotinib	HCK	L01EA03	Kinase	Tclin	3055
1932	nilotinib	PDGFRB	L01EA03	Kinase	Tclin	5159
1932	nilotinib	KIT	L01EA03	Kinase	Tclin	3815
1932	nilotinib	EPHA6	L01EA03	Kinase	Tchem	285220
1932	nilotinib	CLK4	L01EA03	Kinase	Tchem	57396
1932	nilotinib	LYN	L01EA03	Kinase	Tclin	4067
1932	nilotinib	EPHA5	L01EA03	Kinase	Tchem	2044
1932	nilotinib	EPHA4	L01EA03	Kinase	Tchem	2043
1932	nilotinib	EPHB1	L01EA03	Kinase	Tchem	2047
1932	nilotinib	NTRK3	L01EA03	Kinase	Tclin	4916
1932	nilotinib	CA12	L01EA03	Enzyme	Tclin	771
1932	nilotinib	ABL2	L01EA03	Kinase	Tchem	27
1932	nilotinib	CA4	L01EA03	Enzyme	Tclin	762
1932	nilotinib	BLK	L01EA03	Kinase	Tchem	640
1932	nilotinib	TEK	L01EA03	Kinase	Tclin	7010
1932	nilotinib	EPHB6	L01EA03	Kinase	Tchem	2051
1932	nilotinib	MAPK8	L01EA03	Kinase	Tchem	5599
1932	nilotinib	FYN	L01EA03	Kinase	Tclin	2534
1932	nilotinib	CSF1R	L01EA03	Kinase	Tclin	1436
1932	nilotinib	DDR2	L01EA03	Kinase	Tchem	4921
1932	nilotinib	TIE1	L01EA03	Kinase	Tchem	7075
1932	nilotinib	RET	L01EA03	Kinase	Tclin	5979
1932	nilotinib	DDR1	L01EA03	Kinase	Tchem	780
1932	nilotinib	LCK	L01EA03	Kinase	Tclin	3932
1932	nilotinib	CA3	L01EA03	Enzyme	Tclin	761
1932	nilotinib	NTRK2	L01EA03	Kinase	Tclin	4915
1932	nilotinib	EPHB2	L01EA03	Kinase	Tchem	2048
1932	nilotinib	MAPK11	L01EA03	Kinase	Tchem	5600
1932	nilotinib	CA5A	L01EA03	Enzyme	Tclin	763
1932	nilotinib	EPHB3	L01EA03	Kinase	Tchem	2049
1932	nilotinib	CA14	L01EA03	Enzyme	Tclin	23632
1932	nilotinib	CA7	L01EA03	Enzyme	Tclin	766
1932	nilotinib	CA9	L01EA03	Enzyme	Tclin	768
1932	nilotinib	CA1	L01EA03	Enzyme	Tclin	759
1932	nilotinib	CA5B	L01EA03	Enzyme	Tclin	11238
1932	nilotinib	CA6	L01EA03	Enzyme	Tclin	765
1932	nilotinib	MAPK14	L01EA03	Kinase	Tchem	1432
1932	nilotinib	ABL1	L01EA03	Kinase	Tclin	25
1932	nilotinib	BCR	L01EA03	Kinase	Tclin	613
1933	nilutamide	AR	L02BB02	Nuclear hormone receptor	Tclin	367
1934	nilvadipine	CACNA1C	C08CA10	Ion channel	Tclin	775
1934	nilvadipine	CACNA1D	C08CA10	Ion channel	Tclin	776
1934	nilvadipine	CACNA1D	C08CA10	Ion channel	Tclin	776
1934	nilvadipine	CACNA1C	C08CA10	Ion channel	Tclin	775
1935	nimesulide	SLC6A3	M01AX17, M02AA26	Transporter	Tclin	6531
1935	nimesulide	MMP1	M01AX17, M02AA26	Enzyme	Tclin	4312
1935	nimesulide	PTGS1	M01AX17, M02AA26	Enzyme	Tclin	5742
1935	nimesulide	MPO	M01AX17, M02AA26	Enzyme	Tchem	4353
1935	nimesulide	PDE4A	M01AX17, M02AA26	Enzyme	Tclin	5141
1935	nimesulide	PTGS2	M01AX17, M02AA26	Enzyme	Tclin	5743
1935	nimesulide	CYP19A1	M01AX17, M02AA26	Enzyme	Tclin	1588
1937	nimodipine	CACNA1D	C08CA06	Ion channel	Tclin	776
1937	nimodipine	CACNA1C	C08CA06	Ion channel	Tclin	775
1937	nimodipine	CNR1	C08CA06	GPCR	Tclin	1268
1937	nimodipine	CYP2C9	C08CA06	Enzyme	Tchem	1559
1937	nimodipine	CYP2C19	C08CA06	Enzyme	Tchem	1557
1937	nimodipine	CACNA1H	C08CA06	Ion channel	Tclin	8912
1937	nimodipine	ADORA3	C08CA06	GPCR	Tchem	140
1937	nimodipine	CYP3A4	C08CA06	Enzyme	Tclin	1576
1937	nimodipine	NR3C2	C08CA06	Nuclear hormone receptor	Tclin	4306
1937	nimodipine	NR1I2	C08CA06	Nuclear hormone receptor	Tchem	8856
1937	nimodipine	NR1H4	C08CA06	Nuclear hormone receptor	Tclin	9971
1937	nimodipine	CACNA1F	C08CA06	Ion channel	Tclin	778
1937	nimodipine	CACNA1S	C08CA06	Ion channel	Tclin	779
1942	nisoldipine	CACNA1C	C08CA07	Ion channel	Tclin	775
1942	nisoldipine	CACNA1D	C08CA07	Ion channel	Tclin	776
1942	nisoldipine	ADORA2A	C08CA07	GPCR	Tclin	135
1942	nisoldipine	ADORA3	C08CA07	GPCR	Tchem	140
1942	nisoldipine	CYP1A2	C08CA07	Enzyme	Tchem	1544
1942	nisoldipine	CACNA1H	C08CA07	Ion channel	Tclin	8912
1942	nisoldipine	SCN1A	C08CA07	Ion channel	Tclin	6323
1942	nisoldipine	SCN2A	C08CA07	Ion channel	Tclin	6326
1942	nisoldipine	SCN3A	C08CA07	Ion channel	Tclin	6328
1942	nisoldipine	CACNA1A	C08CA07	Ion channel	Tchem	773
1942	nisoldipine	KCNH2	C08CA07	Ion channel	Tclin	3757
1943	nitazoxanide	AKR1B1	P01AX11	Enzyme	Tclin	231
1944	nitisinone	HPD	A16AX04	Enzyme	Tclin	3242
1947	nitrendipine	CACNA1C	C08CA08, C09BB06	Ion channel	Tclin	775
1947	nitrendipine	KCNN4	C08CA08, C09BB06	Ion channel	Tchem	3783
1947	nitrendipine	CYP2C9	C08CA08, C09BB06	Enzyme	Tchem	1559
1947	nitrendipine	CYP2C19	C08CA08, C09BB06	Enzyme	Tchem	1557
1947	nitrendipine	CACNA1H	C08CA08, C09BB06	Ion channel	Tclin	8912
1947	nitrendipine	TTR	C08CA08, C09BB06	Secreted	Tclin	7276
1947	nitrendipine	SCN1A	C08CA08, C09BB06	Ion channel	Tclin	6323
1947	nitrendipine	SCN2A	C08CA08, C09BB06	Ion channel	Tclin	6326
1947	nitrendipine	SCN3A	C08CA08, C09BB06	Ion channel	Tclin	6328
1947	nitrendipine	KCNH2	C08CA08, C09BB06	Ion channel	Tclin	3757
1947	nitrendipine	CACNA1D	C08CA08, C09BB06	Ion channel	Tclin	776
1947	nitrendipine	ADORA3	C08CA08, C09BB06	GPCR	Tchem	140
1947	nitrendipine	CACNA1F	C08CA08, C09BB06	Ion channel	Tclin	778
1948	nitric oxide	GUCY1A2	R07AX01	Enzyme	Tclin	2977
1948	nitric oxide	GUCY1B2	R07AX01	Enzyme	Tclin	2974
1949	nitrofurantoin	G6PD	J01XE01, J01XE51	Enzyme	Tchem	2539
1950	nitrofurazone	G6PD	B05CA03, D08AF01, D09AA03, P01CC02, S01AX04, S02AA02	Enzyme	Tchem	2539
1952	glyceryl trinitrate	GUCY1A2	C01DA02, C05AE01, C01DA52	Enzyme	Tclin	2977
1952	glyceryl trinitrate	GUCY1B2	C01DA02, C05AE01, C01DA52	Enzyme	Tclin	2974
1952	glyceryl trinitrate	NPR1	C01DA02, C05AE01, C01DA52	Enzyme	Tclin	4881
1955	nizatidine	HRH2	A02BA04	GPCR	Tclin	3274
1955	nizatidine	ACHE	A02BA04	Enzyme	Tclin	43
1958	nomifensine	SLC6A4	N06AX04	Transporter	Tclin	6532
1958	nomifensine	SLC6A3	N06AX04	Transporter	Tclin	6531
1958	nomifensine	HRH1	N06AX04	GPCR	Tclin	3269
1958	nomifensine	HTR1A	N06AX04	GPCR	Tclin	3350
1958	nomifensine	SLC6A2	N06AX04	Transporter	Tclin	6530
1958	nomifensine	MPO	N06AX04	Enzyme	Tchem	4353
1958	nomifensine	MAOA	N06AX04	Enzyme	Tclin	4128
1959	norelgestromin	PGR	G03AA13	Nuclear hormone receptor	Tclin	5241
1960	norepinephrine	ADRA1B	C01CA03	GPCR	Tclin	147
1960	norepinephrine	ADRA2C	C01CA03	GPCR	Tclin	152
1960	norepinephrine	ADRB2	C01CA03	GPCR	Tclin	154
1960	norepinephrine	ADRA1D	C01CA03	GPCR	Tclin	146
1960	norepinephrine	ADRA2A	C01CA03	GPCR	Tclin	150
1960	norepinephrine	ADRA1A	C01CA03	GPCR	Tclin	148
1960	norepinephrine	ADRA2B	C01CA03	GPCR	Tclin	151
1960	norepinephrine	ADRB3	C01CA03	GPCR	Tclin	155
1960	norepinephrine	SLC6A3	C01CA03	Transporter	Tclin	6531
1960	norepinephrine	ADRB1	C01CA03	GPCR	Tclin	153
1962	norethisterone	PGR	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Nuclear hormone receptor	Tclin	5241
1962	norethisterone	SLC6A4	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Transporter	Tclin	6532
1962	norethisterone	NR3C1	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Nuclear hormone receptor	Tclin	2908
1962	norethisterone	ESR1	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Nuclear hormone receptor	Tclin	2099
1962	norethisterone	SHBG	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Secreted	Tchem	6462
1962	norethisterone	AR	G03AC01, G03DC02, G03AA05, G03AB04, G03FA01, G03FB05, H01CC54	Nuclear hormone receptor	Tclin	367
1963	norethindrone acetate	PGR	NA	Nuclear hormone receptor	Tclin	5241
1963	norethindrone acetate	NR3C1	NA	Nuclear hormone receptor	Tclin	2908
1963	norethindrone acetate	CYP2C19	NA	Enzyme	Tchem	1557
1963	norethindrone acetate	AR	NA	Nuclear hormone receptor	Tclin	367
1963	norethindrone acetate	SHBG	NA	Secreted	Tchem	6462
1963	norethindrone acetate	ESR1	NA	Nuclear hormone receptor	Tclin	2099
1963	norethindrone acetate	SLC6A4	NA	Transporter	Tclin	6532
1965	norethynodrel	PGR	G03FA09	Nuclear hormone receptor	Tclin	5241
1967	norfloxacin	GABRA1	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2554
1967	norfloxacin	GABRA5	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2558
1967	norfloxacin	GABRA3	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2556
1967	norfloxacin	GABRA2	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2555
1967	norfloxacin	GABRA4	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2557
1967	norfloxacin	TOP2B	J01MA06, S01AE02, J01RA13	Enzyme	Tchem	7155
1967	norfloxacin	GABRA6	J01MA06, S01AE02, J01RA13	Ion channel	Tclin	2559
1967	norfloxacin	SLC47A1	J01MA06, S01AE02, J01RA13	Transporter	Tchem	55244
1968	norgestimate	PGR	G03AA11, G03AB09, G03FA13	Nuclear hormone receptor	Tclin	5241
1971	nortriptyline	SLC6A3	N06AA10	Transporter	Tclin	6531
1971	nortriptyline	DRD1	N06AA10	GPCR	Tclin	1812
1971	nortriptyline	ADRA2A	N06AA10	GPCR	Tclin	150
1971	nortriptyline	HTR2B	N06AA10	GPCR	Tclin	3357
1971	nortriptyline	DRD3	N06AA10	GPCR	Tclin	1814
1971	nortriptyline	HRH2	N06AA10	GPCR	Tclin	3274
1971	nortriptyline	ADRA2C	N06AA10	GPCR	Tclin	152
1971	nortriptyline	ADRA1D	N06AA10	GPCR	Tclin	146
1971	nortriptyline	CYP2C19	N06AA10	Enzyme	Tchem	1557
1971	nortriptyline	HTR6	N06AA10	GPCR	Tchem	3362
1971	nortriptyline	SLC6A2	N06AA10	Transporter	Tclin	6530
1971	nortriptyline	SLC6A4	N06AA10	Transporter	Tclin	6532
1971	nortriptyline	CYP2D6	N06AA10	Enzyme	Tclin	1565
1971	nortriptyline	CHRM5	N06AA10	GPCR	Tclin	1133
1971	nortriptyline	CHRM4	N06AA10	GPCR	Tclin	1132
1971	nortriptyline	CHRM3	N06AA10	GPCR	Tclin	1131
1971	nortriptyline	CHRM2	N06AA10	GPCR	Tclin	1129
1971	nortriptyline	CHRM1	N06AA10	GPCR	Tclin	1128
1971	nortriptyline	HRH1	N06AA10	GPCR	Tclin	3269
1971	nortriptyline	ADRA2B	N06AA10	GPCR	Tclin	151
1971	nortriptyline	ADRA1A	N06AA10	GPCR	Tclin	148
1971	nortriptyline	HTR2C	N06AA10	GPCR	Tclin	3358
1971	nortriptyline	HTR2A	N06AA10	GPCR	Tclin	3356
1971	nortriptyline	HTR1A	N06AA10	GPCR	Tclin	3350
1971	nortriptyline	DRD2	N06AA10	GPCR	Tclin	1813
1971	nortriptyline	RET	N06AA10	Kinase	Tclin	5979
1974	novobiocin	ABCG2	NA	Transporter	Tchem	9429
1980	octreotide	SSTR5	H01CB02	GPCR	Tclin	6755
1980	octreotide	SSTR3	H01CB02	GPCR	Tclin	6753
1980	octreotide	SSTR2	H01CB02	GPCR	Tclin	6752
1980	octreotide	OPRM1	H01CB02	GPCR	Tclin	4988
1980	octreotide	SSTR1	H01CB02	GPCR	Tclin	6751
1980	octreotide	SSTR4	H01CB02	GPCR	Tclin	6754
1981	ofloxacin	CHRM1	J01MA01, S01AE01, S02AA16, J01RA09	GPCR	Tclin	1128
1981	ofloxacin	SLC6A4	J01MA01, S01AE01, S02AA16, J01RA09	Transporter	Tclin	6532
1981	ofloxacin	GABRA2	J01MA01, S01AE01, S02AA16, J01RA09	Ion channel	Tclin	2555
1981	ofloxacin	HRH3	J01MA01, S01AE01, S02AA16, J01RA09	GPCR	Tclin	11255
1982	olanzapine	DRD4	N05AH03	GPCR	Tchem	1815
1982	olanzapine	HTR1E	N05AH03	GPCR	Tchem	3354
1982	olanzapine	SLC6A4	N05AH03	Transporter	Tclin	6532
1982	olanzapine	ADRA1D	N05AH03	GPCR	Tclin	146
1982	olanzapine	HTR1A	N05AH03	GPCR	Tclin	3350
1982	olanzapine	DRD3	N05AH03	GPCR	Tclin	1814
1982	olanzapine	HTR2C	N05AH03	GPCR	Tclin	3358
1982	olanzapine	HTR2A	N05AH03	GPCR	Tclin	3356
1982	olanzapine	DRD2	N05AH03	GPCR	Tclin	1813
1982	olanzapine	HTR1F	N05AH03	GPCR	Tclin	3355
1982	olanzapine	ADRA1B	N05AH03	GPCR	Tclin	147
1982	olanzapine	HTR3A	N05AH03	Ion channel	Tclin	3359
1982	olanzapine	ADRA2C	N05AH03	GPCR	Tclin	152
1982	olanzapine	HTR1D	N05AH03	GPCR	Tclin	3352
1982	olanzapine	HTR1B	N05AH03	GPCR	Tclin	3351
1982	olanzapine	CHRM5	N05AH03	GPCR	Tclin	1133
1982	olanzapine	CHRM4	N05AH03	GPCR	Tclin	1132
1982	olanzapine	CHRM3	N05AH03	GPCR	Tclin	1131
1982	olanzapine	CHRM2	N05AH03	GPCR	Tclin	1129
