act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_unit,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
215696,2717,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,5.7490923,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215697,2370,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.737074531,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215698,1150,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,5.735890844,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215699,2863,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,5.727230413,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215700,1150,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,5.72607322,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215701,1053,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,5.705533774,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215702,228,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,5.7,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215703,1209,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,5.698970004,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215704,3220,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.688246139,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215705,242,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.679853714,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215706,972,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,5.677780705,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215707,972,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,5.645699438,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215708,3220,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.641113796,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215709,972,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,5.638272164,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215710,3502,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,5.628932138,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215711,179,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,5.625434939,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215712,897,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.619788758,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215713,3659,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,5.603975103,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215714,1053,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,5.596707855,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215715,1971,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,5.590066877,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215716,3639,3320,P2X purinoceptor 3,Ion channel,P56373,P2RX3,P2RX3_HUMAN,5.583359493,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215717,3201,1205,Glutamate receptor 3,Ion channel,P42263,GRIA3,GRIA3_HUMAN,5.580044252,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215718,2233,111,Histamine H2 receptor,GPCR,P25021,HRH2,HRH2_HUMAN,5.571379327,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215719,228,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,5.53,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215720,972,131,5-hydroxytryptamine receptor 1D,GPCR,P28221,HTR1D,5HT1D_HUMAN,5.522878745,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215721,2865,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,5.522878745,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215722,1775,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,5.522878745,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215723,2365,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.508638306,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215724,1375,366,Trace amine-associated receptor 1,GPCR,Q96RJ0,TAAR1,TAAR1_HUMAN,5.507658747,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215725,4115,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.503623946,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215726,4115,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,5.490528648,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215727,1150,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,5.489053051,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215728,2717,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,5.455931956,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215729,2233,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,5.454940415,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215730,331,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,5.444663672,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215731,1028,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.434152181,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215732,2717,82,D(1A) dopamine receptor,GPCR,P21728,DRD1,DRD1_HUMAN,5.428291168,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215733,972,339,5-hydroxytryptamine receptor 1E,GPCR,P28566,HTR1E,5HT1E_HUMAN,5.42794201,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215734,2370,82,D(1A) dopamine receptor,GPCR,P21728,DRD1,DRD1_HUMAN,5.414652089,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215735,1053,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,5.412289035,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215736,972,130,5-hydroxytryptamine receptor 1B,GPCR,P28222,HTR1B,5HT1B_HUMAN,5.402414498,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215737,1028,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.401209493,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215738,1932,620,Insulin receptor,Kinase,P06213,INSR,INSR_HUMAN,5.387110231,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215739,179,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,5.381533508,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215740,1150,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,5.377785977,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215741,3220,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,5.37675071,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215742,1960,129,Beta-3 adrenergic receptor,GPCR,P13945,ADRB3,ADRB3_HUMAN,5.366531544,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215743,972,290,5-hydroxytryptamine receptor 1F,GPCR,P30939,HTR1F,5HT1F_HUMAN,5.351932871,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215744,1816,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.337242168,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215745,1775,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,5.334231449,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215746,1932,746,Cytoplasmic tyrosine-protein kinase BMX,Kinase,P51813,BMX,BMX_HUMAN,5.318035541,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215747,1836,849,Cysteinyl leukotriene receptor 2,GPCR,Q9NS75,CYSLTR2,CLTR2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215748,2045,608,Cannabinoid receptor 2,GPCR,P34972,CNR2,CNR2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215749,2181,339,5-hydroxytryptamine receptor 1E,GPCR,P28566,HTR1E,5HT1E_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215750,1353,339,5-hydroxytryptamine receptor 1E,GPCR,P28566,HTR1E,5HT1E_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215751,2181,290,5-hydroxytryptamine receptor 1F,GPCR,P30939,HTR1F,5HT1F_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215752,1353,290,5-hydroxytryptamine receptor 1F,GPCR,P30939,HTR1F,5HT1F_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215753,972,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215754,2045,58,Cannabinoid receptor 1,GPCR,P21554,CNR1,CNR1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215755,4137,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215756,4115,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215757,2865,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215758,2435,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215759,2389,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215760,2337,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215761,2181,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215762,1982,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215763,1353,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215764,4137,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215765,4115,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215766,2435,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215767,2389,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215768,2337,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215769,2181,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215770,1982,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215771,722,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301029996,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215772,2715,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.292429824,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215773,455,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.292429824,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215774,951,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.274905479,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215775,1816,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,5.263284866,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215776,1775,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.262886906,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215777,812,82,D(1A) dopamine receptor,GPCR,P21728,DRD1,DRD1_HUMAN,5.262807357,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215778,1613,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.244277555,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215779,2715,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.229147988,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215780,2715,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.224535191,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215781,1775,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,5.212823008,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215782,663,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.19064233,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215783,1551,340,Prostaglandin E2 receptor EP3 subtype,GPCR,P43115,PTGER3,PE2R3_HUMAN,5.186886246,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215784,1053,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.186152246,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215785,841,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.180061431,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215786,2149,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.171275673,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215787,1150,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,5.167299529,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215788,2149,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,5.15490196,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215789,645,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.154858533,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215790,260,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.154858533,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215791,2855,878,Leukotriene B4 receptor 1,GPCR,Q15722,LTB4R,LT4R1_HUMAN,5.147276089,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
215792,1932,808,Fibroblast growth factor receptor 2,Kinase,P21802,FGFR2,FGFR2_HUMAN,5.141462802,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215793,2538,494,Prostaglandin E2 receptor EP4 subtype,GPCR,P35408,PTGER4,PE2R4_HUMAN,5.111259039,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215794,1150,55,Beta-2 adrenergic receptor,GPCR,P07550,ADRB2,ADRB2_HUMAN,5.111202933,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215795,1493,102,5-hydroxytryptamine receptor 2B,GPCR,P41595,HTR2B,5HT2B_HUMAN,5.109020403,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215796,1932,759,Fibroblast growth factor receptor 1,Kinase,P11362,FGFR1,FGFR1_HUMAN,5.09560908,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215797,1211,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.095392636,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215798,179,101,5-hydroxytryptamine receptor 2A,GPCR,P28223,HTR2A,5HT2A_HUMAN,5.080712659,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215799,1960,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,5.070581074,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215800,1932,712,Tyrosine-protein kinase JAK2,Kinase,O60674,JAK2,JAK2_HUMAN,5.068592986,,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
215801,1150,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,5.041914151,,Ki,,PDSP,,,,,,,,Tchem,,,Homo sapiens
185595,2247,127,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,,,,Mechanism of Action; CHEMBL2034; SINGLE PROTEIN,CHEMBL,,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1152,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1152,AGONIST,,Tclin,,,Homo sapiens
185596,3531,2863,Phosphodiesterase 4,Enzyme,P27815|Q07343|Q08493|Q08499,PDE4A|PDE4B|PDE4C|PDE4D,PDE4A_HUMAN|PDE4B_HUMAN|PDE4C_HUMAN|PDE4D_HUMAN,9.1,,IC50,Inhibition of human phosphodiesterase 4,CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193240,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193240,INHIBITOR,,Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
185597,3531,559,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,Q08499,PDE4D,PDE4D_HUMAN,9.57,,IC50,Inhibition of human PDE4D3 assessed as inhibition of [3H]cAMP hydrolysis to [3H]AMP after 15 mins by scintillation proximity assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193240,,,,Tclin,,,Homo sapiens
185598,3531,474,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Enzyme,P27815,PDE4A,PDE4A_HUMAN,9.46,,IC50,Inhibition of human full length PDE4A4 expressed in baculovirus infected sf21 cells,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193240,,,,Tclin,,,Homo sapiens
185599,3531,149,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Enzyme,Q07343,PDE4B,PDE4B_HUMAN,9.4,,IC50,Inhibition of human recombinant PDE4B by scintillation proximity assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193240,,,,Tclin,,,Homo sapiens
185600,1723,1777,5-hydroxytryptamine receptor 7,GPCR,P32305,Htr7,5HT7R_RAT,8.2,,Ki,Binding affinity towards 5-hydroxytryptamine 7 receptor,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,,,,Rattus norvegicus
185601,1723,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,8.64,,Ki,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in CHOK1 cells after 60 mins,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,Tclin,,,Homo sapiens
185602,1723,2860,Serotonin 2 (5-HT2) receptor,GPCR,P08909|P14842|P30994,Htr2a|Htr2b|Htr2c,5HT2A_RAT|5HT2B_RAT|5HT2C_RAT,9.52,,Ki,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,,,,Rattus norvegicus
185603,1723,103,5-hydroxytryptamine receptor 2C,GPCR,P28335,HTR2C,5HT2C_HUMAN,9.3,,Ki,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,Tclin,,,Homo sapiens
185604,1723,2847,Serotonin 1 (5-HT1) receptor,GPCR,P19327|P28564|P28565|P30940,Htr1a|Htr1b|Htr1d|Htr1f,5HT1A_RAT|5HT1B_RAT|5HT1D_RAT|5HT1F_RAT,7.7,,Ki,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3H]-5-HT as a radioligand.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,,,,Rattus norvegicus
185605,1723,1713,5-hydroxytryptamine receptor 1B,GPCR,P28564,Htr1b,5HT1B_RAT,7.6,,Ki,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,,,,Rattus norvegicus
185606,1723,1749,5-hydroxytryptamine receptor 1A,GPCR,P19327,Htr1a,5HT1A_RAT,8.22,,Ki,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,,,,Rattus norvegicus
185607,1723,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,8.2,,Ki,Displacement of [3H]5CT from 5HT7 receptor,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL19215,,,,Tclin,,,Homo sapiens
185608,2113,2429,Pleiotropic ABC efflux transporter of multiple drugs,Transporter,P33302,PDR5,PDR5_YEAST,5.85,,IC50,Inhibition of Pdr5p-mediated rhodamine 6G transport in Saccharomyces cerevisiae MKPDR5h plasma membrane by spectrofluorometric assay,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL567,,,,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
185609,134,1852,Translocator protein,Membrane receptor,P16257,Tspo,TSPO_RAT,9.3,,Ki,Displacement of [3H]PK 11195 from peripheral-type benzodiazepine receptor in rat kidney mitochondrial membranes,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL54349,,,,,,,Rattus norvegicus
185610,134,2759,GABA-A receptor; anion channel,Ion channel,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,Gabra1|Gabra2|Gabra3|Gabra4|Gabra5|Gabra6|Gabrb1|Gabrb2|Gabrb3|Gabrd|Gabre|Gabrg1|Gabrg2|Gabrg3|Gabrp|Gabrq,GBRA1_RAT|GBRA2_RAT|GBRA3_RAT|GBRA4_RAT|GBRA5_RAT|GBRA6_RAT|GBRB1_RAT|GBRB2_RAT|GBRB3_RAT|GBRD_RAT|GBRE_RAT|GBRG1_RAT|GBRG2_RAT|GBRG3_RAT|GBRP_RAT|Q91ZM7_RAT,7.59,,IC50,Displacement of [3H]flunitrazepam from rat brain GABA-A Benzodiazepine receptor,CHEMBL,=,,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL54349,,,,,,,Rattus norvegicus
185611,2533,181,Dihydropteroate synthase 1,Enzyme,P0C0X1,folP1,DHPS1_MYCLE,,,,Mechanism of Action; CHEMBL2362993; SINGLE PROTEIN,CHEMBL,,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1570,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1570,INHIBITOR,,,,,Mycobacterium leprae (strain TN)
185612,2528,2066,Solute carrier family 22 member 12,Transporter,Q96S37,SLC22A12,S22AC_HUMAN,4,,IC50,Inhibition of human URAT1-mediated urate uptake in HEK293 cells,CHEMBL,=,1,CHEMBL,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL832,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL832,INHIBITOR,,Tclin,,,Homo sapiens
185613,1200,269,Voltage-dependent T-type calcium channel subunit alpha-1H,Ion channel,O95180,CACNA1H,CAC1H_HUMAN,5.44,,Kd,Inhibition of T-type Cav3.2 channel,CHEMBL,=,1,SCIENTIFIC LITERATURE,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL30008,http://www.ncbi.nlm.nih.gov/pubmed/19582593,BLOCKER,,Tclin,,491,Homo sapiens
185614,1200,270,Voltage-dependent T-type calcium channel subunit alpha-1I,Ion channel,Q9P0X4,CACNA1I,CAC1I_HUMAN,6.08,,Kd,Inhibition of T-type Cav3.3 channel,CHEMBL,=,1,SCIENTIFIC LITERATURE,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL30008,http://www.ncbi.nlm.nih.gov/pubmed/19582593,BLOCKER,,Tclin,,491,Homo sapiens
185615,1200,204,Voltage-dependent T-type calcium channel subunit alpha-1G,Ion channel,O43497,CACNA1G,CAC1G_HUMAN,6.28,,Kd,Inhibition of T-type Cav3.1 channel,CHEMBL,=,1,SCIENTIFIC LITERATURE,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL30008,http://www.ncbi.nlm.nih.gov/pubmed/19582593,BLOCKER,,Tclin,,491,Homo sapiens
