id,struct_id,approval,type,applicant,orphan
3311,4664,,FDA,,
3312,4665,,FDA,,
3313,4666,,FDA,,
3314,4668,,FDA,,
3315,4694,,FDA,,
3316,4732,,FDA,,
3317,4790,,FDA,,
3319,3887,1988-12-30,FDA,GE HEALTHCARE,
3320,5126,2014-05-05,FDA,ASTRAZENECA PHARMS,
3321,5127,1996-06-28,FDA,IMMUNOMEDICS,
3322,5128,2013-07-25,FDA,LUITPOLD,
3323,5129,1991-04-05,FDA,GENZYME,
3324,5130,,FDA,,
3325,5131,1982-11-10,FDA,CHART MEDCL,
3048,5082,1994-02-01,FDA,SIGMA TAU,
3049,5080,2016-01-28,FDA,MERCK SHARP DOHME,
3050,5081,2016-01-28,FDA,MERCK SHARP DOHME,
3052,4161,2007-11-19,EMA,Pfizer Limited,t
3053,371,2002-03-08,EMA,,
3054,5062,2016-02-02,EMA,AstraZeneca AB,
3055,2816,2000-07-27,EMA,,
3057,5068,2016-02-18,FDA,UCB INC,
3060,5075,2016-02-18,EMA,AstraZeneca AB,
3061,5086,2010-01-11,EMA,CIS bio international,
3062,1132,1995-06-30,PMDA,,
3063,5087,1999-02-05,FDA,EISAI INC,
3064,5088,2003-01-30,FDA,ASTELLAS,
3065,5089,2005-12-23,FDA,BRISTOL MYERS SQUIBB,
3047,4318,2013-09-25,EMA,,
3027,5066,2000-06-02,FDA,GENENTECH,
3028,5067,2015-11-20,FDA,MILLENNIUM PHARMS,
3029,5048,2016-03-31,EMA,Bioprojet Pharma,t
3030,5068,2016-01-14,EMA,UCB Pharma SA,
3031,5063,2015-11-16,FDA,JANSSEN BIOTECH,
3032,5069,2015-11-11,EMA,Baxalta Innovations GmbH,
3033,5070,1994-02-01,FDA,MERCK,
3034,5071,2015-11-24,FDA,ELI LILLY CO,
3035,5072,2015-11-30,FDA,BRISTOL MYERS SQUIBB,t
3036,5012,2015-11-19,EMA,,
3037,4915,2015-11-23,EMA,Amgen Europe B.V.,t
3038,5028,2015-12-08,FDA,ALEXION PHARM,
3039,4937,2015-12-11,FDA,HOFFMAN-LA ROCHE,
3040,4233,2015-12-15,FDA,ORGANON USA INC,
3041,4745,2015-11-27,EMA,Horizon Pharma Ireland Limited,t
3042,5077,2015-12-21,FDA,ACTELION PHARMS LTD,
3043,5075,2015-12-22,FDA,ARDEA BIOSCIENCES INC,
3044,5078,2013-07-04,Korean Food and Drug Administration (KFDA),Chong Kun Dang,
3045,3706,1961-04-22,YEAR INTRODUCED,BOOTS PURE DRUG CO. LTD,
3001,5046,2015-11-20,EMA,,
3002,5047,2013-06-26,CDSCO (INDIA),CADILA HEALTHCARE,
3003,5049,2015-08-28,EMA,Alexion Europe SAS,t
3004,5051,1965-06-04,FDA,ADVANCE BIOFACTURES,
3005,4960,2015-09-25,FDA,NOVO NORDISK INC,
3006,4365,2010-09-01,EMA,Cardiome UK Limited,
3007,3580,2005-04-11,PMDA,,
3008,1807,2002-11-20,EMA,,t
3009,5052,2015-10-05,FDA,ALKERMES,
3010,5054,2015-09-28,PMDA,MSD K.K.,
3011,4633,2015-09-04,PMDA,,
3012,5055,2015-10-16,FDA,BOEHRINGER INGELHEIM,
3013,5056,2015-10-21,FDA,RELYPSA INC,
3014,4633,2015-10-23,FDA,JANSSEN PRODS,
3015,5049,2015-10-23,FDA,ALEXION PHARM,
3016,5057,2004-04-16,FDA,SANOFI AVENTIS US,
3017,5057,2004-09-27,EMA,,
3018,5058,2015-09-28,PMDA,"Maruho Co., Ltd.",
3019,5059,2015-09-28,PMDA,,
3022,5061,2015-11-04,FDA,GLAXOSMITHKLINE LLC,t
3023,4944,2015-11-05,FDA,GILEAD SCIENCES INC,
3024,5046,2015-11-10,FDA,GENENTECH INC,t
3025,5062,2015-11-13,FDA,ASTRAZENECA PHARMS,
3026,676,,FDA,ROCHE,
2967,4194,2011-10-27,EMA,Sigma-Tau Industrie Farmaceutiche Riunite S.p.A,
2968,4193,2011-10-27,EMA,Sigma-Tau Industrie Farmaceutiche Riunite S.p.A,
2969,5022,2015-08-18,FDA,SPROUT PHARMACEUTICALS INC,
2971,5024,2002-09-09,EMA,Medtronic BioPharma B.V.,
2972,2845,1994-08-20,PMDA,,
2973,4815,2013-02-01,EMA,Sanofi-Aventis Groupe,
2974,2112,2000-12-22,PMDA,Sumitomo Dainippon,
2976,4900,2010-02-09,PMDA,Santen Pharmaceutical,
2977,5025,1991-03-05,FDA,BERLEX LABS,
2978,5026,1997-11-25,FDA,WYETH PHARMS INC,
2979,5000,2015-08-28,FDA,REPATHA,
2980,5027,2015-09-01,FDA,TESARO INC,
2981,4310,2008-08-29,EMA,,
2982,5028,2015-08-28,EMA,,t
2983,5030,2006-04-28,FDA,GENZYME,
2984,5030,2006-03-29,EMA,,t
2986,5031,2012-03-30,PMDA,"Kyowa Hakko Kirin Co., Ltd.",t
2987,5029,2015-09-04,FDA,WELLSTAT THERAPEUTICS CORP,
2988,5032,,FDA,LILLY,
2989,5033,1950-03-22,FDA,BAXTER HLTHCARE,
2990,5034,1969-08-13,FDA,LILLY,
2991,5035,1953-11-05,FDA,NOVARTIS,
2992,5036,1959-03-04,FDA,MALLINCKRODT,
2993,5037,2015-09-17,FDA,FOREST LABS LLC,
2994,5038,1957-05-02,FDA,BRACCO,
2995,5040,1959-07-08,FDA,ALCON,
2996,5041,1996-08-20,FDA,BOEHRINGER INGELHEIM,
2997,5042,1985-10-17,FDA,GENENTECH,
2998,5043,1998-04-09,FDA,QOL MEDCL,t
2999,4893,2015-09-22,FDA,TAIHO ONCOLOGY INC,
3000,5044,1996-10-30,FDA,EKR THERAP,
2946,2960,2009-03-06,EMA,Takeda France SAS,t
2947,361,2001-03-29,EMA,,
2948,5016,2015-07-23,EMA,,
2949,4947,2015-07-23,EMA,,
2950,5008,2015-07-24,FDA,NOVARTIS PHARMS CORP,
2951,5016,2015-07-24,FDA,SANOFI AVENTIS,
2952,5017,2001-11-14,FDA,BIOVITRUM AB,
2953,5017,2002-03-08,EMA,,
2954,4875,2015-07-24,FDA,BRISTOL MYERS SQUIBB,
2955,5018,2003-04-24,FDA,GENZYME,
2956,4634,2013-08-26,EMA,,
2957,4924,2015-07-17,EMA,Merck Sharp & Dohme Limited,
2958,1563,2000-09-29,EMA,,
2959,5019,2013-11-13,EMA,Novo Nordisk A/S,
2960,4147,2007-07-23,EMA,,
2961,4357,2007-09-20,EMA,,
2962,2588,2001-10-24,EMA,,
2963,2371,2007-05-24,EMA,,
2964,4903,2015-07-03,PMDA,Boehringer Ingelheim,t
2965,5020,2015-07-03,PMDA,,
2966,5021,2001-08-03,EMA,,
2938,5012,2015-07-07,FDA,NOVARTIS PHARMS CORP,
2939,5013,2015-03-26,PMDA,Takeda,
2940,784,2004-10-22,EMA,Merus Labs Luxco S.a R.L.,
2941,5014,2015-07-10,FDA,OTSUKA PHARM CO LTD,
2942,4186,2008-07-11,EMA,,t
2943,4897,2015-06-19,EMA,Daiichi Sankyo Europe GmbH,
2944,5015,2003-03-25,FDA,PHARMACIA AND UPJOHN,t
2945,5015,2002-11-13,EMA,,
2458,4988,2015-04-29,FDA,KYTHERA BIOPHARMS,
2459,4678,2015-03-19,EMA,,
2460,4989,2010-02-26,FDA,SHIRE HUMAN GENETIC,t
2461,4989,2010-08-26,EMA,,t
2462,4990,2013-02-22,FDA,GENENTECH,
2463,4990,2013-11-15,EMA,,
2464,4987,2008-09-15,EMA,,
2465,4991,2013-07-25,EMA,Sicor Biotech UAB,
2466,1499,1956-03-09,FDA,,
2467,1885,1978-10-30,FDA,ALCON,
2468,305,1959-12-07,FDA,,
2469,878,1978-07-14,FDA,SEBELA IRELAND LTD,
2470,1721,1954-09-29,FDA,,
2471,4981,1999-09-07,EMA,,
2472,4993,2014-12-26,PMDA,,
2473,4929,2004-10-08,FDA,EMD SERONO,
2474,4994,2002-07-12,FDA,SANOFI SYNTHELABO,
2475,4994,2001-02-23,EMA,,
2476,4889,2014-07-04,PMDA,,
2479,1575,1999-03-25,FDA,OAK PHARMS INC,
2480,2989,1978-04-17,FDA,SANOFI AVENTIS US,
2481,768,1997-06-23,EMA,,
2482,727,1973-08-03,FDA,BRISTOL MYERS,
2483,316,1983-12-29,FDA,,
2484,277,1982-09-03,FDA,BAYER PHARMACEUTICALS CORP,
2485,4181,2011-03-28,EMA,,
2486,789,1975-05-21,FDA,,
2487,1394,1969-07-16,FDA,PHARMICS,
2488,1398,1953-12-22,FDA,SANOFI AVENTIS US,
2489,1560,,FDA,ROCHE,
2490,1573,1962-03-21,FDA,LILLY,
2491,1574,1953-01-08,FDA,VALEANT PHARM INTL,
2492,1771,1959-05-18,FDA,PHARMACIA AND UPJOHN,
2495,2533,1974-05-24,FDA,ABBVIE,
2496,1549,1973-02-28,FDA,PHARMACIA AND UPJOHN,
2497,4918,2007-01-08,EMA,Shire Human Genetic Therapies AB,t
2498,2392,1998-05-12,EMA,,
2499,2237,2007-03-15,PMDA,,
2500,1003,2003-10-24,EMA,,
2501,4995,1989-06-01,FDA,AMGEN,
2502,2600,,FDA,,
2503,4996,2008-08-22,FDA,AMGEN,
2504,4996,2009-02-04,EMA,,
2505,4399,2010-03-11,EMA,,
2506,4997,2003-04-30,FDA,BIOMARIN,
2507,4997,2003-06-10,EMA,,
2508,1331,1962-08-22,FDA,WYETH AYERST,
2509,4999,2014-02-14,FDA,BIOMARIN PHARM,
2510,4999,2014-04-28,EMA,,t
2515,5000,2015-05-21,EMA,,
2516,2500,1941-08-11,FDA,LEDERLE,
2517,2527,1945-09-12,FDA,ORTHO MCNEIL PHARM,
2518,2497,1945-09-12,FDA,ORTHO MCNEIL PHARM,
2519,3558,1945-09-12,FDA,ORTHO MCNEIL PHARM,
2520,870,1947-01-09,FDA,ORTHO MCNEIL PHARM,
2521,281,1948-07-29,FDA,PHARMACIA AND UPJOHN,
2522,4459,1948-04-26,FDA,KING PHARMS,
2523,2502,1949-08-16,FDA,LEDERLE,
2524,2510,1949-08-16,FDA,LEDERLE,
2525,616,1950-08-15,FDA,BAYER HEALTHCARE LLC,
2526,589,1950-12-08,FDA,PARKEDALE,
2527,2029,1950-04-12,FDA,ENDO PHARMS,
2528,873,1950-11-13,FDA,LEDERLE,
2529,2050,1950-03-08,FDA,CONSOLIDATED MIDLAND,t
2530,2286,1951-03-29,FDA,DELCOR ASSET CORP,
2531,2114,1951-06-28,FDA,ABBVIE,
2532,4213,1951-12-21,FDA,MERCK,
2533,4274,1951-05-17,FDA,CHATTEM,
2534,1694,1951-12-29,FDA,BAXTER HLTHCARE CORP,
2535,1497,1952-09-29,FDA,SANDOZ,
2536,725,1952-01-21,FDA,ANI PHARMS,
2537,2266,1952-01-23,FDA,SANOFI AVENTIS US,
2538,2146,1952-01-21,FDA,ANI PHARMS,
2539,1388,1952-08-05,FDA,MERCK,
2540,4347,1952-06-27,FDA,KING PHARMS,
2541,2152,1953-01-06,FDA,PARKE DAVIS,
2542,2188,1954-07-12,FDA,BLULINE,
2543,1533,,FDA,,
2544,357,,FDA,LILLY,
2545,52,1968-11-07,FDA,POLYMEDICA,
2546,2326,1963-10-18,FDA,SCHERING PLOUGH,
2547,4308,2009-02-24,EMA,Dr. Friedrich Eberth Arzneimittel GmbH,
2549,5001,2015-05-27,FDA,FURIEX PHARMA INC,
2550,5002,1996-06-14,FDA,LILLY,
2551,5003,1982-10-28,FDA,LILLY,
2552,2082,1947-02-06,FDA,PFIZER,
2553,463,1948-11-26,FDA,NOVARTIS,t
2554,74,1950-04-12,FDA,ENDO PHARMS,
2555,1767,1955-12-05,FDA,NOVARTIS,
2556,4458,1953-12-04,FDA,ROCHE,
2558,4930,1953-05-26,FDA,SANOFI AVENTIS US,
2559,2271,1954-07-01,FDA,LEDERLE,
2560,404,1954-04-28,FDA,FOREST LABS,
2561,195,1955-09-09,FDA,UCB INC,
2562,841,1955-09-09,FDA,UCB INC,
2563,4456,1955-04-27,FDA,PHARMACIA AND UPJOHN,
2564,1649,1957-02-14,FDA,CITRON PHARMA LLC,
2565,4247,1957-03-26,FDA,MONARCH PHARMS,
2566,1257,1958-01-20,FDA,SHIRE,
2567,626,1958-08-15,FDA,JANSSEN R AND D,
2568,1741,1959-01-26,FDA,LEDERLE,
2569,2034,1959-04-02,FDA,ENDO PHARMS,t
2570,2726,1960-01-04,FDA,APOTHECON,
2571,332,1960-10-14,FDA,AH ROBINS INC,
2572,918,1960-09-15,FDA,GD SEARLE LLC,
2573,260,1960-09-15,FDA,GD SEARLE LLC,
2574,924,1961-12-06,FDA,BOEHRINGER INGELHEIM,
2575,2041,1964-09-08,FDA,PFIZER,
2576,1582,1964-12-29,FDA,PHARMACIA AND UPJOHN,
2577,2011,1964-07-21,FDA,CREALTA PHARMS LLC,
2578,830,1963-10-18,FDA,SCHERING PLOUGH,
2579,4218,1962-12-20,FDA,MERCK,
2580,223,1962-11-23,FDA,ENDO PHARMS,
2581,1962,1962-05-21,FDA,ORTHO MCNEIL PHARM,
2582,1491,1979-10-23,FDA,ROXANE,
2583,2247,1955-05-22,FDA,SCHERING,
2584,1390,1955-05-10,FDA,PHARMACIA AND UPJOHN,
2585,2369,1956-10-31,FDA,PFIZER,
2586,2251,1956-07-25,FDA,MERCK,
2587,2138,1957-12-30,FDA,ORGANON USA INC,
2588,1494,1957-04-02,FDA,MERCK,
2589,1500,1957-10-09,FDA,GLAXOSMITHKLINE,
2590,4246,1957-03-26,FDA,MONARCH PHARMS,
2591,2083,1958-01-13,FDA,WYETH AYERST,
2592,1659,1959-06-18,FDA,PHARMACIA AND UPJOHN,
2593,2727,1959-03-12,FDA,SANDOZ,
2594,3920,1959-09-02,FDA,MERCK,
2595,4482,1960-01-06,FDA,EASTMAN KODAK,
2596,802,1960-01-14,FDA,LEDERLE,
2597,1700,1960-01-06,FDA,EASTMAN KODAK,
2598,1078,1961-05-10,FDA,ABBVIE,
2599,1791,1961-12-04,FDA,HRA PHARMA,
2600,2630,1961-07-18,FDA,NOVARTIS,
2601,1965,1961-03-09,FDA,GD SEARLE LLC,
2602,4425,1962-05-17,FDA,PAR STERILE PRODUCTS,
2603,1974,1964-09-04,FDA,PHARMACIA AND UPJOHN,
2604,1869,1965-10-11,FDA,WYETH AYERST,
2605,614,1965-06-14,FDA,PHARMACIA AND UPJOHN,
2607,846,1967-04-14,FDA,ABBVIE,
2608,623,1967-06-19,FDA,ROCHE,
2609,961,1967-12-05,FDA,PFIZER,
2610,1214,1967-03-15,FDA,APOTHECON,
2611,3344,1967-07-05,FDA,CNTY LINE PHARMS,
2612,1164,1968-02-19,FDA,AKORN,
2613,144,1968-02-14,FDA,ENDO PHARMS,
2614,866,1968-04-22,FDA,WYETH AYERST,
2615,4794,1968-07-03,FDA,MONARCH PHARMS,
2616,1572,1968-04-16,FDA,WYETH PHARMS,
2617,1624,1969-01-24,FDA,MYLAN INSTITUTIONAL,t
2618,2769,1969-05-27,FDA,PFIZER,
2619,678,1970-02-22,FDA,PHARMACIA AND UPJOHN,
2620,572,1970-06-12,FDA,LILLY,
2621,731,1970-06-04,FDA,PAR STERILE PRODUCTS,
2622,4265,1970-06-19,FDA,SCHERING,
2623,2529,1971-06-07,FDA,ALRA,
2624,2006,1971-04-08,FDA,SANDOZ,
2625,3369,1971-06-07,FDA,NOVARTIS,
2626,2468,1971-06-30,FDA,PFIZER,
2627,1813,1971-06-30,FDA,TRIAX PHARMS,
2628,571,1971-01-04,FDA,SHIONOGI INC,
2629,198,1965-12-17,FDA,WYETH AYERST,
2630,1667,1971-08-18,FDA,BRISTOL MYERS SQUIBB,t
2631,3063,1971-06-02,FDA,AKORN,
2632,2607,1972-07-13,FDA,ACTIENT PHARMS,
2633,4384,2008-03-07,FDA,SPECTRUM PHARMS,t
2634,4243,1997-07-11,FDA,COLGATE PALMOLIVE,
2635,508,1972-10-26,FDA,PFIZER,
2636,901,1972-05-31,FDA,ALRA,
2637,2033,1972-01-18,FDA,MEDA PHARMS,
2638,1208,1972-01-12,FDA,ALLERGAN,
2639,4488,1972-02-24,FDA,GE HEALTHCARE,
2640,1213,1972-06-20,FDA,BRISTOL MYERS SQUIBB,
2641,3909,1972-10-02,FDA,PHARMACIA AND UPJOHN,
2642,875,1973-05-30,FDA,TABLICAPS,
2643,2755,1973-07-30,FDA,MUTUAL PHARM,
2644,2095,1973-09-19,FDA,OAK PHARMS,
2645,2331,1973-08-07,FDA,IMPAX LABS,
2646,3356,1973-12-03,FDA,VALEANT PHARM INTL,
2647,530,1973-10-04,FDA,GLAXOSMITHKLINE,
2649,1519,1973-02-13,FDA,APOTHECON,
2650,826,1973-09-06,FDA,MERCK,
2651,4451,1973-12-19,FDA,NOVARTIS,
2652,1963,1973-04-30,FDA,WARNER CHILCOTT LLC,
2653,4142,1973-11-26,FDA,KING PHARMS,
2654,1583,1974-12-19,FDA,REED AND CARNRICK,
2655,574,1974-12-18,FDA,LILLY,
2656,704,1974-09-03,FDA,BOEHRINGER INGELHEIM,t
2657,1115,2008-08-28,EMA,,
2658,720,1974-09-17,FDA,GLAXOSMITHKLINE,
2659,4146,1974-05-02,FDA,WATSON LABS,
2660,575,1974-03-12,FDA,APOTHECON,
2661,576,1974-08-19,FDA,APOTHECON,
2662,757,1974-07-31,FDA,ALCON LABS INC,
2663,1501,1974-01-30,FDA,ALCON,
2664,1057,1975-07-23,FDA,BRISTOL MYERS SQUIBB,
2665,353,1975-01-29,FDA,SCHERING,
2666,496,1975-05-02,FDA,MERCK SHARP DOHME,
2667,4189,1975-10-03,FDA,ACTAVIS LABS UT INC,
2668,2279,1976-02-04,FDA,ALZA,
2669,597,1976-09-17,FDA,MOLNLYCKE HLTH,
2670,1313,1976-10-28,FDA,SANDOZ,
2671,3487,1976-08-13,FDA,SEBELA IRELAND LTD,
2672,335,1976-09-02,FDA,LANNETT,
2673,2122,1976-07-28,FDA,TG UNITED LABS,
2674,4998,1976-04-30,FDA,BAYER PHARMS,
2675,4504,1978-03-17,FDA,RANBAXY,
2676,4454,1978-06-23,FDA,WATSON LABS,
2677,782,1979-07-03,FDA,JACOBUS,
2678,4296,1979-11-09,FDA,MEDPOINTE PHARM HLC,
2679,3591,1979-11-30,FDA,FOUGERA PHARMS,
2680,3188,1979-02-21,FDA,WATSON LABS,
2681,2424,1979-12-31,FDA,NOVARTIS,
2682,1059,1979-08-15,FDA,PHARMACIA AND UPJOHN,
2683,2145,1980-01-10,FDA,SANDOZ,
2684,657,1980-06-13,FDA,LILLY,
2685,2042,1980-04-17,FDA,NOVARTIS,
2686,922,1980-05-02,FDA,ALLERGAN,
2687,4512,1980-12-23,FDA,ROXANE,
2688,1952,1981-05-28,FDA,FOUGERA,
2689,4631,1974-05-10,FDA,ROCHE,
2690,157,1981-01-22,FDA,APOTHECON,
2691,2503,1981-10-28,FDA,ROCHE,
2692,4390,1981-11-05,FDA,WARNER CHILCOTT LLC,
2693,4290,1981-10-06,FDA,BAXTER HLTHCARE,
2694,741,1982-05-28,FDA,KING PHARMS,
2695,4330,2012-05-10,EMA,,
2696,4922,2014-12-19,FDA,CUBIST PHARMS,
2699,4,1999-08-05,FDA,PURDUE PHARMA LP,
2700,67,1975-04-24,FDA,NOVARTIS,
2701,168,2004-07-27,FDA,GALDERMA LABS LP,
2702,192,1974-12-09,FDA,APOTHECON,
2703,197,1964-11-12,FDA,APOTHECON,
2704,224,1990-04-30,FDA,NOVARTIS,
2705,228,2004-04-20,FDA,US WORLDMEDS,t
2706,328,1984-10-26,FDA,VALEANT INTL,
2707,373,1953-02-20,FDA,HOSPIRA,
2708,375,2004-05-10,FDA,BRAINTREE,
2709,394,1986-03-06,FDA,INTL MEDICATION,
2710,401,2005-03-24,FDA,BAUSCH AND LOMB INC,
2711,441,1976-05-04,FDA,ACTAVIS LABS UT INC,
2712,450,1995-12-21,FDA,BAYER,
2713,499,1974-12-27,FDA,MCNEIL,
2714,566,1987-12-28,FDA,GLAXOSMITHKLINE,
2715,621,1957-09-18,FDA,GLAXOSMITHKLINE,
2716,632,1979-09-13,FDA,WYETH AYERST,
2717,666,1982-06-22,FDA,BAXTER HLTHCARE,
2718,669,1984-08-06,FDA,DR REDDYS LABS INC,
2719,679,1986-04-07,FDA,PHARMACIA AND UPJOHN,
2720,726,1961-07-27,FDA,MERCK,t
2721,730,1990-08-02,FDA,GLAXOSMITHKLINE,
2722,761,1982-06-08,FDA,PHARMACIA AND UPJOHN,
2723,769,1986-10-22,FDA,HOSPIRA,
2724,838,1953-02-20,FDA,HOSPIRA,
2727,845,1946-01-17,FDA,B BRAUN,
2728,886,1958-07-07,FDA,CARACO,
2729,912,1976-05-18,FDA,PHARMACIA AND UPJOHN,
2730,915,1976-05-17,FDA,SCHERING,
2732,935,1964-06-08,FDA,BAXTER HLTHCARE,
2733,1006,1988-02-09,FDA,BIOVAIL LABS INTL,
2734,1064,1954-07-15,FDA,PAR STERILE PRODUCTS,
2735,1076,1946-01-17,FDA,B BRAUN,
2736,1216,1982-12-07,FDA,PHARMACIA AND UPJOHN,
2737,1217,1963-03-19,FDA,AQUA PHARMS,
2738,1231,1946-08-13,FDA,LEDERLE,
2739,1280,2003-03-28,FDA,ALLERGAN,
2740,1316,1982-05-06,FDA,B BRAUN,
2741,1318,2014-08-25,FDA,FRESENIUS KABI USA,
2742,1319,1976-05-25,FDA,HOSPIRA,
2743,1336,2002-07-12,FDA,RECKITT BENCKISER,
2744,1349,1990-12-17,FDA,RANBAXY,
2745,1393,1984-01-11,FDA,PURDUE PHARM PRODS,
2746,1413,2012-07-26,FDA,AMARIN PHARMS,
2747,1447,1940-04-30,FDA,ISO TEX,
2748,1452,1978-07-25,FDA,BRACCO,
2749,1505,1968-01-16,FDA,ASTRAZENECA,
2750,1566,2007-05-25,FDA,UCB INC,
2751,1569,1996-12-20,FDA,JANSSEN PHARMS,
2752,1611,1998-03-09,FDA,BAUSCH AND LOMB,
2753,1702,1978-01-26,FDA,SCHERING,
2754,1704,1955-04-28,FDA,MEDPOINTE PHARM HLC,
2755,1728,1947-08-13,FDA,ROXANE,
2757,1800,1974-01-08,FDA,INSIGHT PHARMS,
2758,1832,1987-04-30,FDA,MERCK SHARP DOHME,
2759,1845,,FDA,,
2760,1860,2004-02-27,FDA,NOVARTIS,
2761,1881,1962-10-05,FDA,ASPEN GLOBAL INC,
2762,1897,2013-05-31,FDA,ECLAT PHARMS LLC,
2763,1906,1953-02-20,FDA,HOSPIRA,
2765,1920,1991-11-07,FDA,SANOFI AVENTIS US,
2766,1968,1989-12-29,FDA,JANSSEN PHARMS,
2767,1977,1964-07-08,FDA,DELCOR ASSET CORP,
2768,2055,1993-12-29,FDA,HOSPIRA,
2769,2120,2001-06-26,FDA,ABLE,
2770,2132,1994-06-08,FDA,ALCON,
2772,2149,2000-09-29,FDA,ALPHARMA US PHARMS,
2773,2243,1991-09-23,FDA,VALEANT PHARMS NORTH,
2774,2282,2000-07-14,FDA,GLAXOSMITHKLINE,
2775,2358,1977-08-29,FDA,SANDOZ,
2776,2370,1955-10-12,FDA,LANNETT,
2777,2374,1953-02-20,FDA,HOSPIRA,
2778,2390,1991-01-22,FDA,HOSPIRA,
2779,2462,1971-08-20,FDA,HOSPIRA,
2780,2492,1986-12-31,FDA,PFIZER,
2781,2521,1965-06-05,FDA,MEDA PHARMS,
2782,2523,1974-04-02,FDA,PURDUE FREDERICK,
2783,2546,1988-12-23,FDA,ALCON,
2784,2548,2002-04-04,FDA,CHIRHOCLIN,t
2785,2566,1985-08-07,FDA,MALLINCKRODT INC,
2786,2592,2009-11-05,FDA,HETERO DRUGS LTD,
2787,2608,2014-03-05,FDA,ENDO PHARMS INC,
2788,2610,2005-06-23,FDA,GALEN SPECIALTY,
2789,2646,2000-08-21,FDA,STEVENS J,
2790,2763,1983-05-17,FDA,SANDOZ,
2791,2798,1995-06-23,FDA,GLAXOSMITHKLINE,
2793,2831,1953-02-20,FDA,HOSPIRA,
2795,2832,1993-12-29,FDA,HOSPIRA,
2796,2834,1953-02-20,FDA,HOSPIRA,
2797,2835,1957-07-24,FDA,MEDPOINTE PHARM HLC,
2799,2836,1993-12-29,FDA,HOSPIRA,
2800,2840,2000-05-18,FDA,SANDOZ,
2802,2843,2000-05-18,FDA,SANDOZ,
2803,2854,1987-03-26,FDA,LYNE,
2804,3064,2009-11-16,FDA,ACORDA,
2805,3152,1997-06-26,FDA,MCNEIL,
2806,3282,2002-01-18,FDA,GALDERMA LABS LP,
2807,3395,2006-07-21,FDA,LOREAL USA,
2808,3412,1992-12-07,FDA,BAYER HEALTHCARE LLC,
2809,3481,1990-12-13,FDA,ACTAVIS LABS UT INC,
2810,3534,2008-11-14,FDA,EISAI INC,
2811,3613,1953-02-20,FDA,HOSPIRA,
2812,3631,1997-07-11,FDA,COLGATE PALMOLIVE,
2813,3959,1982-03-31,FDA,PRECISION DERMAT,
2814,3966,1981-08-14,FDA,BRACCO,
2817,4151,2008-10-08,FDA,ACTAVIS LABS UT INC,
2818,4195,2000-05-18,FDA,SANDOZ,
2819,4198,1965-12-16,FDA,HOSPIRA,
2820,4199,1965-12-16,FDA,HOSPIRA,
2821,4200,1975-08-13,FDA,HOSPIRA,
2822,4201,1971-03-22,FDA,BAXTER HLTHCARE,
2823,4202,1971-03-22,FDA,BAXTER HLTHCARE,
2825,4203,1983-05-04,FDA,HOSPIRA,
2826,4205,1981-10-28,FDA,ALCON,
2827,4206,1975-12-03,FDA,HOSPIRA,
2828,4208,1955-08-02,FDA,BRACCO,
2829,4211,1960-05-17,FDA,HI TECH PHARMA,
2831,4212,1986-04-30,FDA,HOSPIRA,
2832,4214,1975-08-13,FDA,HOSPIRA,
2833,4215,,FDA,,
2834,4217,1971-09-24,FDA,B BRAUN,
2838,4237,2006-10-05,FDA,LOREAL USA,
2839,4239,2000-10-16,FDA,MCNEIL CONS,
2840,4240,2006-02-16,FDA,DELCOR ASSET,
2841,4242,1992-12-07,FDA,BAYER HEALTHCARE LLC,
2842,4244,2000-10-16,FDA,MCNEIL CONS,
2843,4245,2008-02-20,FDA,HISAMITSU PHARM CO,
2844,4249,1985-11-29,FDA,BECTON DICKINSON,
2845,4250,1983-12-09,FDA,SANOFI AVENTIS US,
2846,4252,1986-08-06,FDA,CHESEBROUGH PONDS,
2847,4253,1984-07-13,FDA,BRAINTREE,
2848,4257,1996-08-15,FDA,PROMETHEUS LABS,
2849,4261,1986-07-18,FDA,GD SEARLE LLC,
2850,4264,1966-10-05,FDA,HOSPIRA,
2851,4269,1980-02-22,FDA,ARMOUR PHARM,
2852,4275,1987-05-05,FDA,ABRAXIS PHARM,
2853,4276,2000-03-07,FDA,BAYER HEALTHCARE LLC,
2854,4282,1987-05-05,FDA,ABRAXIS PHARM,
2855,4287,1982-05-06,FDA,B BRAUN,
2856,4288,1990-10-02,FDA,UNITED GUARDIAN,
2857,4293,1982-06-22,FDA,BAXTER HLTHCARE,
2858,4295,2000-09-21,FDA,SALIX PHARMS,
2859,4304,2014-01-08,FDA,ASTRAZENECA AB,
2860,4309,1978-08-16,FDA,WATSON LABS,
2861,4323,1996-09-17,FDA,OTSUKA AMERICA,
2862,4331,2007-10-19,FDA,GENZYME,
2863,4344,1986-06-26,FDA,HOSPIRA,
2864,4350,1978-10-13,FDA,B BRAUN,
2865,4433,1972-12-04,FDA,ABBOTT,
2866,4455,1994-08-19,FDA,DOWNSTATE CLINCL,
2867,4476,1985-04-24,FDA,RANBAXY,
2868,4477,1980-10-03,FDA,B BRAUN,
2869,4478,1971-09-24,FDA,B BRAUN,
2870,4480,1979-02-02,FDA,BAXTER HLTHCARE,
2872,4489,1979-02-01,FDA,BAXTER HLTHCARE,
2873,4491,1999-02-18,FDA,SANOFI AVENTIS US,
2874,4496,1986-01-14,FDA,JANSSEN PHARMS,
