id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
2059,G03FA05,methylnortestosterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2060,G03FA06,etynodiol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2061,G03FA07,lynestrenol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2062,G03FA08,megestrol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2063,G03FA09,noretynodrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2064,G03FA10,norgestrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2065,G03FA11,levonorgestrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2066,G03FA12,medroxyprogesterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2067,G03FA13,norgestimate and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2068,G03FA14,dydrogesterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2069,G03FA15,dienogest and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2070,G03FA16,trimegestone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2071,G03FA17,drospirenone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FA,"Progestogens and estrogens, fixed combinations",1
2072,G03FB01,norgestrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2073,G03FB02,lynestrenol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2074,G03FB03,chlormadinone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2075,G03FB04,megestrol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2076,G03FB05,norethisterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2077,G03FB06,medroxyprogesterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2078,G03FB07,medrogestone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2079,G03FB08,dydrogesterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2080,G03FB09,levonorgestrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2081,G03FB10,desogestrel and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2082,G03FB11,trimegestone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2083,G03FB12,nomegestrol and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
2084,G03GA01,chorionic gonadotrophin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2085,G03GA02,human menopausal gonadotrophin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,0
2086,G03GA03,serum gonadotrophin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,0
2087,G03GA04,urofollitropin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2088,G03GA05,follitropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2089,G03GA06,follitropin beta,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2090,G03GA07,lutropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2091,G03GA08,choriogonadotropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2092,G03GA09,corifollitropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2093,G03GA10,follitropin delta,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
2094,G03GA30,combinations,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,0
2095,G03GB01,cyclofenil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GB,"Ovulation stimulants, synthetic",1
2096,G03GB02,clomifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GB,"Ovulation stimulants, synthetic",1
2097,G03GB03,epimestrol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GB,"Ovulation stimulants, synthetic",1
2098,G03HA01,cyproterone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03H,ANTIANDROGENS,G03HA,"Antiandrogens, plain",1
2099,G03HB01,cyproterone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03H,ANTIANDROGENS,G03HB,Antiandrogens and estrogens,1
2100,G03XA01,danazol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XA,Antigonadotropins and similar agents,1
2101,G03XA02,gestrinone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XA,Antigonadotropins and similar agents,1
2102,G03XB01,mifepristone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XB,Progesterone receptor modulators,1
2103,G03XB02,ulipristal,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XB,Progesterone receptor modulators,1
2104,G03XB51,"mifepristone, combinations",G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XB,Progesterone receptor modulators,1
2105,G03XC01,raloxifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XC,Selective estrogen receptor modulators,1
2106,G03XC02,bazedoxifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XC,Selective estrogen receptor modulators,1
2107,G03XC03,lasofoxifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XC,Selective estrogen receptor modulators,1
2108,G03XC04,ormeloxifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XC,Selective estrogen receptor modulators,1
2109,G03XC05,ospemifene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XC,Selective estrogen receptor modulators,1
2110,G03XX01,prasterone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03XX,Other sex hormones and modulators of the genital system,1
2111,G04BA01,ammonium chloride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BA,Acidifiers,1
2112,G04BA03,calcium chloride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BA,Acidifiers,1
2113,G04BD01,emepronium,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2114,G04BD02,flavoxate,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2115,G04BD03,meladrazine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2116,G04BD04,oxybutynin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2117,G04BD05,terodiline,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2118,G04BD06,propiverine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2119,G04BD07,tolterodine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2120,G04BD08,solifenacin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2121,G04BD09,trospium,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2122,G04BD10,darifenacin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2123,G04BD11,fesoterodine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2124,G04BD12,mirabegron,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2125,G04BD13,desfesoterodine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BD,Drugs for urinary frequency and incontinence,1
2126,G04BE01,alprostadil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2127,G04BE02,papaverine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2128,G04BE03,sildenafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2129,G04BE04,yohimbine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2130,G04BE06,moxisylyte,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2131,G04BE07,apomorphine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2132,G04BE08,tadalafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2133,G04BE09,vardenafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2134,G04BE10,avanafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2135,G04BE11,udenafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2136,G04BE30,combinations,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,0
2137,G04BE52,"papaverine, combinations",G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
2138,G04BX01,magnesium hydroxide,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2139,G04BX03,acetohydroxamic acid,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2140,G04BX06,phenazopyridine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2141,G04BX10,succinimide,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2146,G04BX15,pentosan polysulfate sodium,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2147,G04BX16,tiopronin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BX,Other urologicals,1
2148,G04CA01,alfuzosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,1
2149,G04CA02,tamsulosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,1
2150,G04CA03,terazosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,1
2151,G04CA04,silodosin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,1
2152,G04CA51,alfuzosin and finasteride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,2
2153,G04CA52,tamsulosin and dutasteride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,2
2154,G04CA53,tamsulosin and solifenacin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,2
2155,G04CA54,tamsulosin and tadalafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CA,Alpha-adrenoreceptor antagonists,2
2156,G04CB01,finasteride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CB,Testosterone-5-alpha reductase inhibitors,1
2157,G04CB02,dutasteride,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CB,Testosterone-5-alpha reductase inhibitors,1
2158,G04CX01,Prunus africanae cortex,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CX,Other drugs used in benign prostatic hypertrophy,0
2159,G04CX02,Sabalis serrulatae fructus,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CX,Other drugs used in benign prostatic hypertrophy,0
2160,G04CX03,mepartricin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CX,Other drugs used in benign prostatic hypertrophy,1
2161,G04CX04,fexapotide,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CX,Other drugs used in benign prostatic hypertrophy,0
2162,H01AA01,corticotropin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AA,ACTH,1
2163,H01AA02,tetracosactide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AA,ACTH,1
2164,H01AB01,thyrotropin alfa,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AB,Thyrotropin,1
2165,H01AC01,somatropin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2166,H01AC02,somatrem,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2167,H01AC03,mecasermin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2168,H01AC04,sermorelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2169,H01AC05,mecasermin rinfabate,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2170,H01AC06,tesamorelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2171,H01AC07,somapacitan,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AC,Somatropin and somatropin agonists,1
2172,H01AX01,pegvisomant,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01AX,Other anterior pituitary lobe hormones and analogues,1
2173,H01BA01,vasopressin (argipressin),H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,0
2174,H01BA02,desmopressin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,1
2175,H01BA03,lypressin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,1
2176,H01BA04,terlipressin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,1
