syn_id,id,name,preferred_name,parent_id,lname
10707,4250,aluminum hydroxide hydrate,,,aluminum hydroxide hydrate
10708,4321,alginic acid,1,,alginic acid
10709,2590,tenoposide,,,tenoposide
10710,176,amidorone,,,amidorone
10711,176,sedacoron,,,sedacoron
10712,1601,aluviran,,,aluviran
10713,1601,koletra,,,koletra
10714,2370,deserpine,,,deserpine
10715,2370,elserpine,,,elserpine
10716,2370,rauwasedin,,,rauwasedin
10717,2370,rivasin,,,rivasin
10718,2370,serpine,,,serpine
10721,4104,ferricon,,,ferricon
10722,1916,bradilan,,,bradilan
10723,1916,L-Nicofuranosum,,,l-nicofuranosum
10724,3274,photodyn,,,photodyn
10725,1474,iopodic acid,1,,iopodic acid
10726,1474,bilimin acid,,,bilimin acid
10727,1474,bilopten,,,bilopten
10728,1474,oragrafin,,,oragrafin
10729,2956,aescin,,,aescin
10730,2956,aescine,,,aescine
10731,2956,aescusan,,,aescusan
10732,2956,escusan,,,escusan
10733,2810,8-L-arginine vasopressin,,,8-l-arginine vasopressin
10734,2810,synthetic vasopressin,,,synthetic vasopressin
10735,2810,8-L-Arginine-vasopressin,,,8-l-arginine-vasopressin
10736,1518,Leucomycin A3,,,leucomycin a3
10737,1518,iosalide,,,iosalide
10738,1518,josacine,,,josacine
10739,1518,josamina,,,josamina
10740,1518,Turimycin A5,,,turimycin a5
10741,2398,Propionylleucomycin A5,,,propionylleucomycin a5
10742,2398,ricamycin,,,ricamycin
10743,68,beta acetyldigoxin,,,beta acetyldigoxin
10744,1325,glycyrrhizic acid,1,,glycyrrhizic acid
10745,1325,18beta-Glycyrrhizic acid,,,18beta-glycyrrhizic acid
10746,1325,glycyrrhizinic acid,,,glycyrrhizinic acid
10747,1325,glycyron,,,glycyron
10748,1325,glycyrrhetinic acid glycoside,,,glycyrrhetinic acid glycoside
10749,4322,azilsartan medoxomil,1,,azilsartan medoxomil
10750,4323,13C-urea,,,13c-urea
10751,4323,Urea-13C,,,urea-13c
10752,4323,HELIKIT,,,helikit
10753,4323,pylobactell,,,pylobactell
10754,994,carbicalcin,,,carbicalcin
10755,994,carbocalcitonin,,,carbocalcitonin
10756,994,elcitonin,,,elcitonin
10757,994,turbocalcin,,,turbocalcin
10758,1051,erythromycin ethyl succinate,1,,erythromycin ethyl succinate
10759,1051,anamycin,,,anamycin
10760,1051,arpimycin,,,arpimycin
10761,1051,eritrocina,,,eritrocina
10762,1051,erythrocin ethyl succinate,,,erythrocin ethyl succinate
10763,2471,Foromacidine A,,,foromacidine a
10764,2471,Spiramycin I,1,,spiramycin i
10765,2471,Leucomycin V,,,leucomycin v
10766,2410,rotramin,,,rotramin
10767,2410,claramid,,,claramid
10768,2410,roxacin,,,roxacin
10769,2410,roxeptin,,,roxeptin
10770,2410,Roxithromycin A,,,roxithromycin a
10771,1040,eftifibatide,,,eftifibatide
10772,1040,integrelin,,,integrelin
10773,1040,integrilin,,,integrilin
10774,1040,intrifiban,,,intrifiban
10775,1861,aboren,,,aboren
10776,1861,Espinomycin A,,,espinomycin a
10777,1861,Medecamycin A1,,,medecamycin a1
10778,1861,medemycin,,,medemycin
10779,1861,Medemycin A1,,,medemycin a1
10780,1861,midecamycin,,,midecamycin
10781,1861,Midecamycin A1,,,midecamycin a1
10782,1861,Platenomycin B1,,,platenomycin b1
10783,1861,rubimycin,,,rubimycin
10784,1861,turimycin,,,turimycin
10785,2168,picrolimus,,,picrolimus
10786,67,acylanid,,,acylanid
10787,67,Desglucolanatoside A,,,desglucolanatoside a
10788,67,alpha-Acetyldigitoxin,,,alpha-acetyldigitoxin
10789,1221,8-Fluoroerythromycin A,,,8-fluoroerythromycin a
10790,1221,8-Fluoroerythromycin,,,8-fluoroerythromycin
10791,730,L-Dipalmitoyl lecithin,,,l-dipalmitoyl lecithin
10792,3143,diginorgin,,,diginorgin
10793,3143,glucostrospeside,,,glucostrospeside
10794,2494,vitaberin,,,vitaberin
10795,2494,bisibutiamine,,,bisibutiamine
10796,1983,amimycin,,,amimycin
10797,1983,landomycin,,,landomycin
10798,1983,Oleandomycin A,,,oleandomycin a
10799,2422,sequinavir,,,sequinavir
10800,2422,fortovase,,,fortovase
10801,4324,sevelamer,1,71,sevelamer
10802,4324,sevelamer hydrochloride,,,sevelamer hydrochloride
10803,4324,renagel,,,renagel
10804,4325,alum,1,,alum
10805,4325,aluminum potassium sulfate,,,aluminum potassium sulfate
10806,4325,alum potassium,,,alum potassium
10807,4325,potassium alum,,,potassium alum
10808,4193,piperaquine tetraphosphate,,,piperaquine tetraphosphate
10809,2303,betalong,,,betalong
10810,2303,DL-Propranolol,,,dl-propranolol
10811,2303,racemic propranolol,,,racemic propranolol
10812,2303,beta-Propranolol,,,beta-propranolol
10813,2266,primachin,,,primachin
10814,2266,primaquin,,,primaquin
10815,2266,dl-Primaquine,,,dl-primaquine
10816,2266,(+/-)-Primaquine,,,(+/-)-primaquine
10817,1022,(+/-)-Eperisone,,,(+/-)-eperisone
10818,275,azinthiamide,,,azinthiamide
10819,275,oragalin,,,oragalin
10820,275,oragallin,,,oragallin
10821,3065,amebarsene,,,amebarsene
10822,3065,amebarsone,,,amebarsone
10823,3065,aminarson,,,aminarson
10824,3065,arsambide,,,arsambide
10825,3065,carbarson,,,carbarson
10826,3065,fenarsone,,,fenarsone
10827,3065,leucarsone,,,leucarsone
10828,3065,pentarsone,,,pentarsone
10829,3065,p-Ureidobenzenearsonic acid,,,p-ureidobenzenearsonic acid
10830,3313,amicardien,,,amicardien
10831,3313,amicardine,,,amicardine
10832,3313,amikellin,,,amikellin
10833,3313,khelline,,,khelline
10834,3313,medekellin,,,medekellin
10835,3313,methafrone,,,methafrone
10836,2652,(RS)-Tiaprofenic acid,,,(rs)-tiaprofenic acid
10837,2652,(+/-)-Tiaprofenic acid,,,(+/-)-tiaprofenic acid
10838,2652,tiaprofen,,,tiaprofen
10839,2546,masterfen,,,masterfen
10840,2546,(+/-)-Suprofen,,,(+/-)-suprofen
10841,2546,profenol,,,profenol
10842,2546,racemic suprofen,,,racemic suprofen
10843,2546,sutoprofen,,,sutoprofen
10844,509,carisoprodate,,,carisoprodate
10845,509,isomeprobamate,,,isomeprobamate
10846,509,isopropyl meprobamate,,,isopropyl meprobamate
10847,1163,respiride,,,respiride
10848,2032,navasin,,,navasin
10849,2032,oxylazine,,,oxylazine
10850,2032,oxymethazoline,,,oxymethazoline
10851,2032,rhinofrenol,,,rhinofrenol
10852,2032,rhinolitan,,,rhinolitan
10853,1737,methaphenilen,,,methaphenilen
10854,322,benznidazol,,,benznidazol
10855,322,benzonidazol,,,benzonidazol
10856,322,benzonidazole,,,benzonidazole
10857,322,radanil,,,radanil
10858,1373,osmocaine,,,osmocaine
10859,1373,cyclain,,,cyclain
10860,1085,aethoheptazin,,,aethoheptazin
10861,1085,ethyl heptazine,,,ethyl heptazine
10862,424,dl-Bufuralol,,,dl-bufuralol
10863,424,(+/-)-Bufuralol,,,(+/-)-bufuralol
10864,3279,homomenthyl salicylate,,,homomenthyl salicylate
10865,3279,kemester,,,kemester
10867,3784,dimethylurethimine,,,dimethylurethimine
10868,996,celiptium,,,celiptium
10869,996,ellipticine acetomethylate,,,ellipticine acetomethylate
10870,996,elliptinium acetate,,,elliptinium acetate
10871,4117,folotyn,,,folotyn
10872,2727,aristocort diacetate,,,aristocort diacetate
10873,2727,polcortolon,,,polcortolon
10874,2730,glyvenal,,,glyvenal
10875,2730,glyvenol,,,glyvenol
10876,2730,tribenzoside,,,tribenzoside
10877,3129,mebadin,,,mebadin
10878,624,aureociclin,,,aureociclin
10879,624,aureomicina,,,aureomicina
10880,624,aureomycin,,,aureomycin
10881,624,chlorocyclinum,,,chlorocyclinum
10882,624,chlortetracyclin,,,chlortetracyclin
10883,3911,clobetasone 17-butyrate,,,clobetasone 17-butyrate
10884,1910,nicergolent,,,nicergolent
10885,1910,nicotergoline,,,nicotergoline
10886,1910,cergodum,,,cergodum
10887,1910,duracebrol,,,duracebrol
10888,1167,fentonium bromide,,,fentonium bromide
10889,1167,phenthonium,,,phenthonium
10890,1167,phenthonium bromide,,,phenthonium bromide
10891,1167,phentonium,,,phentonium
10892,1167,phentonium bromide,,,phentonium bromide
10893,3232,flucortolone acetonide,,,flucortolone acetonide
10894,1445,hexanicit,,,hexanicit
10895,1445,hexanicotinoyl inositol,,,hexanicotinoyl inositol
10896,1445,hexanicotol,,,hexanicotol
10897,1445,inositol hexaniacinate,,,inositol hexaniacinate
10898,1445,inositol hexanicotinate,,,inositol hexanicotinate
10899,1445,inositol nicotinate,1,,inositol nicotinate
10900,4326,laropiprant,1,,laropiprant
10901,4326,MK 0524,,,mk 0524
10902,347,betaine anhydrous,,,betaine anhydrous
10903,4110,samsca,,,samsca
10904,4327,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,1,,(2-benzhydryloxyethyl)diethyl-methylammonium iodide
10905,4327,ethylbenzhydramine methyl iodide,,,ethylbenzhydramine methyl iodide
10906,4327,esyntin,,,esyntin
10907,4327,metropin,,,metropin
10908,4328,2-(4-chlorphenoxy)-ethanol,1,,2-(4-chlorphenoxy)-ethanol
10909,4328,chloro-p-phenoxetol,,,chloro-p-phenoxetol
10910,4328,chlorophetanol,,,chlorophetanol
10911,4328,fungisan,,,fungisan
10912,4328,mycotetracid,,,mycotetracid
10913,140,altizide,1,,altizide
10914,140,aldactazine,,,aldactazine
10915,140,althiazide,,,althiazide
10916,140,althizide,,,althizide
10917,140,altizid,,,altizid
10918,140,racemic althiazide,,,racemic althiazide
10919,1142,(RS)-Felodipine,,,(rs)-felodipine
10920,1142,(+/-)-Felodipine,,,(+/-)-felodipine
10921,1142,flodil,,,flodil
10922,1142,dl-Felodipine,,,dl-felodipine
10923,1870,naftidrofuryl,1,,naftidrofuryl
10924,1870,naphtidrofuryl,,,naphtidrofuryl
10925,2814,(+/-)-Veralipride,,,(+/-)-veralipride
10926,563,ceftisomin,,,ceftisomin
10927,563,epocelin,,,epocelin
10928,2054,pantozol,,,pantozol
10929,1605,claritin,,,claritin
10930,1605,loracert,,,loracert
10931,1605,loradex,,,loradex
10932,1605,loratidine,,,loratidine
10933,1605,loratyne,,,loratyne
10934,1817,cytotec,,,cytotec
10935,1817,isprelor,,,isprelor
10936,1817,misoprost,,,misoprost
10937,1817,misoprostil,,,misoprostil
10938,2335,pyrvinium embonate,,,pyrvinium embonate
10939,2335,viprynium embonate,,,viprynium embonate
10940,2335,viprynium,,,viprynium
10941,2335,pyrvinium,1,,pyrvinium
10942,1666,mefrusid,,,mefrusid
10943,1674,DL-alpha-Methylbenzyl linoleamide,,,dl-alpha-methylbenzyl linoleamide
10944,1667,magestin,,,magestin
10945,1667,megestryl acetate,,,megestryl acetate
10946,1667,niagestin,,,niagestin
10947,249,astemisan,,,astemisan
10948,249,hismanal,,,hismanal
10949,249,histazol,,,histazol
10950,3253,(-)-Fumagillin,,,(-)-fumagillin
10951,3253,amebacilin,,,amebacilin
10952,3253,fugillin,,,fugillin
10953,3253,fumidil,,,fumidil
10954,2608,testosterone undecanoate,1,,testosterone undecanoate
10955,2608,testosterone undecylate,,,testosterone undecylate
10956,4329,pasireotide,1,,pasireotide
10957,4329,pasireotide disapartate,,,pasireotide disapartate
10958,4329,SOM 230,,,som 230
10959,4329,SOM230,,,som230
10960,4329,signifor,,,signifor
10961,4330,pixantrone dimaleate,,,pixantrone dimaleate
10962,4330,pixuvri,,,pixuvri
10963,4330,pixantrone,1,,pixantrone
10964,4330,pixantrone maleate,,,pixantrone maleate
10965,4331,sevelamer carbonate,1,,sevelamer carbonate
10966,4331,renvela,,,renvela
10967,1437,indinavir sulphate,,,indinavir sulphate
10968,1437,crixivan,,,crixivan
10969,2438,teciptilline,,,teciptilline
10970,2129,thephorin,,,thephorin
10971,1738,metapyrilene,,,metapyrilene
10972,1738,paradormalene,,,paradormalene
10973,1738,pyrinistab,,,pyrinistab
10974,1738,pyrinistol,,,pyrinistol
10975,1738,thenylene,,,thenylene
10976,1738,thenylpyramine,,,thenylpyramine
10977,2698,tolfedine,,,tolfedine
10978,2698,tolfine,,,tolfine
10979,634,cicletanide,,,cicletanide
10980,634,cycletanide,,,cycletanide
10981,634,(+/-)-Cicletanine,,,(+/-)-cicletanine
10982,657,cinobac,,,cinobac
10983,657,cinobactin,,,cinobactin
10984,3213,diglycidyltriethylene glycol,,,diglycidyltriethylene glycol
10985,3213,epodyl,,,epodyl
10986,3213,ethoglucid,,,ethoglucid
10987,3213,etoglucide,,,etoglucide
10988,3213,triethylene glycol diglycidyl ether,,,triethylene glycol diglycidyl ether
10989,4332,propanol,1,,propanol
10990,4332,n-Propanol,,,n-propanol
10991,4332,1-Propanol,,,1-propanol
10992,4333,prethcamide,1,,prethcamide
10993,4333,gycoren,,,gycoren
10994,4333,miconen,,,miconen
10995,4333,micoren,,,micoren
10996,3686,benzylsulfanilamide,,,benzylsulfanilamide
10997,1086,profenamine,1,,profenamine
10998,2261,DL-Prenylamine,,,dl-prenylamine
10999,1152,clorofibrate,,,clorofibrate
11000,1152,fenobrate,,,fenobrate
11001,1152,lipofene,,,lipofene
11002,1152,procetofen,,,procetofen
11003,1152,procetofene,,,procetofene
11004,2834,riboflavine,,,riboflavine
11005,2834,beflavine,,,beflavine
11006,2834,lactoflavin,,,lactoflavin
11007,2834,lactoflavine,,,lactoflavine
11008,2834,Vitamin B2,,,vitamin b2
11009,2834,riboflavin (vit B2),,,riboflavin (vit b2)
11010,2396,rocuronium bromide,,,rocuronium bromide
11011,2396,zemuron,,,zemuron
11012,2396,esmeron,,,esmeron
11013,4072,ascorbic acid (vit C),,,ascorbic acid (vit c)
11014,255,(RS)-Atenolol,,,(rs)-atenolol
11015,255,(+/-)-Atenolol,,,(+/-)-atenolol
11016,255,betablok,,,betablok
11017,4334,bazedoxifene,1,,bazedoxifene
11018,1520,bekanamycin,1,,bekanamycin
11019,1520,Kanamycin B,,,kanamycin b
11020,1520,aminodeoxykanamycin,,,aminodeoxykanamycin
11021,1520,kanendomycin,,,kanendomycin
11022,1520,Nebramycin V,,,nebramycin v
11023,299,cibacen,,,cibacen
11024,4335,clofezone,1,,clofezone
11025,4335,clofezon,,,clofezon
11026,4335,percluson,,,percluson
11027,4335,perclusone,,,perclusone
11028,4335,clofexamide-phenylbutazone,,,clofexamide-phenylbutazone
11029,700,clomifene,1,,clomifene
11030,700,clomiphene,,,clomiphene
11031,700,Clomiphene B,,,clomiphene b
11032,1974,albamycin,,,albamycin
11033,1974,cardelmycin,,,cardelmycin
11034,1974,cathomycin,,,cathomycin
11035,1974,inamycin,,,inamycin
11036,1974,streptonivicin,,,streptonivicin
11037,1631,(+/-)-Manidipine,,,(+/-)-manidipine
11038,1631,franidipine,,,franidipine
11039,475,candesartan cilexetil,1,,candesartan cilexetil
11040,837,(+)-Niguldipine,,,(+)-niguldipine
11041,837,(R)-Niguldipine,,,(r)-niguldipine
11042,1750,10-Methoxydeserpidine,,,10-methoxydeserpidine
11043,1750,decaserpin,,,decaserpin
11044,1750,decaserpine,,,decaserpine
11045,1750,decaserpyl,,,decaserpyl
11046,1750,decoserpyl,,,decoserpyl
11047,3157,barosmin,,,barosmin
11048,3157,diosmil,,,diosmil
11049,3157,diosmine,,,diosmine
11050,3157,flebosten,,,flebosten
11051,3157,flebosmil,,,flebosmil
11052,2049,aminobenzoic acid,1,,aminobenzoic acid
11053,1262,aminobutyric acid,1,,aminobutyric acid
11054,4336,amifampridine,1,,amifampridine
11055,195,amfetamine,1,,amfetamine
11056,4337,ambrisentan,1,,ambrisentan
11057,4337,letairis,,,letairis
11058,146,ambenonium,1,,ambenonium
11059,142,dipropylin,,,dipropylin
11060,142,dipropyline,,,dipropyline
11061,142,phenopropamine,,,phenopropamine
11062,142,phenpropamine,,,phenpropamine
11063,180,amitriprolidine,,,amitriprolidine
11064,180,amitriptylin,,,amitriptylin
11065,180,damitriptyline,,,damitriptyline
11066,192,amocilline,,,amocilline
11067,192,amoxcillin,,,amoxcillin
11068,192,amoxycillin,,,amoxycillin
11069,3927,androstanolone,1,,androstanolone
11070,3927,androlone,,,androlone
11071,3927,dihydrotestosterone,,,dihydrotestosterone
11072,4338,angiotensinamide,1,,angiotensinamide
11073,415,Dibutyryl cAMP,,,dibutyryl camp
11074,415,dbcAMP,,,dbcamp
11075,415,Cyclic AMP dibutyrate,,,cyclic amp dibutyrate
11076,2619,(+/-)-Theodrenaline,,,(+/-)-theodrenaline
11077,1576,(R)-Simendan,,,(r)-simendan
11078,462,(-)-Cafedrine,,,(-)-cafedrine
11079,462,l-Cafedrine,,,l-cafedrine
11080,843,moramide,,,moramide
11081,843,pyrrolamidol,,,pyrrolamidol
11082,843,pyrrolamidolum,,,pyrrolamidolum
11083,3424,pentazocin,,,pentazocin
11084,3424,dl-Pentazocine,,,dl-pentazocine
11085,3424,cis-(+/-)-Pentazocine,,,cis-(+/-)-pentazocine
11086,2119,phenethylazocine,,,phenethylazocine
11087,2119,phenobenzorphan,,,phenobenzorphan
11088,454,(-)-Butorphanol,,,(-)-butorphanol
11089,1164,fentanil,,,fentanil
11090,3329,etruscomycin,,,etruscomycin
11091,3329,leucensomycin,,,leucensomycin
11092,3329,lucimycin,1,,lucimycin
11093,1322,glucosaminylmuramyl dipeptide,1,,glucosaminylmuramyl dipeptide
11094,1322,licopid,,,licopid
11095,2830,celiomycin,,,celiomycin
11096,2830,florimycin,,,florimycin
11097,2830,Tuberactinomycin B,,,tuberactinomycin b
11098,2830,Vinacetin A,,,vinacetin a
11099,2645,thymopoietin pentapeptide,,,thymopoietin pentapeptide
11100,3200,bilimiro,,,bilimiro
11101,3200,oravue,,,oravue
11102,3254,cantricin,,,cantricin
11103,3254,cogomycin,,,cogomycin
11104,3254,lagosin,,,lagosin
11105,3254,pentamycin,1,,pentamycin
11106,3063,capastat,,,capastat
11107,3063,capostatin,,,capostatin
11108,3063,capreomicin,,,capreomicin
11109,3063,capromycin,,,capromycin
11110,3944,etopofos,,,etopofos
11111,3944,etopophos,,,etopophos
11112,2550,methyl carbethoxysyringoyl reserpate,,,methyl carbethoxysyringoyl reserpate
11113,2550,singoserp,,,singoserp
11114,2550,syringopine,,,syringopine
11115,2550,syrosingopin,,,syrosingopin
11116,1447,inulin,1,,inulin
11117,1885,myuprozine,,,myuprozine
11118,1885,pimafucin,,,pimafucin
11119,679,clindamycin 2-palmitate,,,clindamycin 2-palmitate
11120,692,chlofazimine,,,chlofazimine
11121,3746,verecolene,,,verecolene
11122,3746,biligen,,,biligen
11123,1697,(+/-)-Mepindolol,,,(+/-)-mepindolol
11124,630,(RS)-Cibenzoline,,,(rs)-cibenzoline
11125,630,(+/-)-Cibenzoline,,,(+/-)-cibenzoline
11126,705,chlonixin,,,chlonixin
11127,705,clonixic acid,,,clonixic acid
11128,705,clonixine,,,clonixine
11129,3360,fuldazin,,,fuldazin
11130,3288,bemidone,,,bemidone
11131,3288,demidone,,,demidone
11132,3288,emidone,,,emidone
11133,3288,oxipethidine,,,oxipethidine
11134,3288,oxydolantin,,,oxydolantin
11135,3288,oxypetidin,,,oxypetidin
11136,445,butetamate,1,,butetamate
11137,2320,protryptyline,,,protryptyline
11138,2320,triptil,,,triptil
11139,1971,demethylamitriptylin,,,demethylamitriptylin
11140,1971,desitriptilina,,,desitriptilina
11141,1971,desmethylamitriptyline,,,desmethylamitriptyline
11142,1971,noramitriptyline,,,noramitriptyline
11143,3156,aminobutene,,,aminobutene
11144,3156,dimethibutin,,,dimethibutin
11145,3718,clopiran,,,clopiran
11146,2657,ticlop,,,ticlop
11147,2657,ticlid,,,ticlid
11148,2657,tiklyd,,,tiklyd
11154,1476,divascan,,,divascan
11155,1476,isopropylnoradenochrome monosemicarbazone,,,isopropylnoradenochrome monosemicarbazone
11156,1476,isopropylnoradrenochrome monosemicarbazone,,,isopropylnoradrenochrome monosemicarbazone
11157,2522,5-Methylsulfadiazine,,,5-methylsulfadiazine
11158,2522,demosulfan,,,demosulfan
11159,2522,isosulfamerazine,,,isosulfamerazine
11160,2522,sulfaperine,,,sulfaperine
11161,2522,sulfatreis,,,sulfatreis
11162,2290,proparacetamol,,,proparacetamol
11163,3595,thialbarbitone,,,thialbarbitone
11164,3595,thialpenton,,,thialpenton
11165,3008,Antocin II,,,antocin ii
11166,3008,antocin,,,antocin
11167,3008,tractocil,,,tractocil
11168,3008,tractocile,,,tractocile
11169,2460,glucitol hexanicotinate,,,glucitol hexanicotinate
11170,4053,ganefloxacin,,,ganefloxacin
11171,4053,garenfloxacin,,,garenfloxacin
11172,3470,pifazin,,,pifazin
11173,2794,isopropyl unoprostone,,,isopropyl unoprostone
11174,2794,rescula,,,rescula
11175,143,entereg,,,entereg
11176,1610,allisartan,,,allisartan
11177,1610,lortaan,,,lortaan
11178,2707,(S)-Topotecan,,,(s)-topotecan
11179,2707,hycamptamine,,,hycamptamine
11180,2707,topotecan lactone,,,topotecan lactone
11181,4194,artenimol,1,,artenimol
11182,186,amodiaquin,,,amodiaquin
11183,186,camochin,,,camochin
11184,186,camoquin,,,camoquin
11185,186,camoquinal,,,camoquinal
11186,186,camoquine,,,camoquine
11187,186,flavoquine,,,flavoquine
11188,186,sunoquine,,,sunoquine
11189,1665,(+/-)-Mefloquine,,,(+/-)-mefloquine
11190,1665,lariam,,,lariam
11191,1665,mefloquin,,,mefloquin
11192,1665,mephaquin,,,mephaquin
11193,4339,pyronaridine,1,,pyronaridine
11194,4339,malaridine,,,malaridine
11195,2517,sulphamethopyrazine,,,sulphamethopyrazine
11196,2517,sulfamethopyrazine,,,sulfamethopyrazine
11197,2517,sulfamethoxypyrazine,,,sulfamethoxypyrazine
11198,2517,sulfametopyrazine,,,sulfametopyrazine
11199,2517,sulfapyrazinemethoxine,,,sulfapyrazinemethoxine
11200,2517,sulfapyrazinemethoxyine,,,sulfapyrazinemethoxyine
11201,2517,sulfapyrazinemethoxyne,,,sulfapyrazinemethoxyne
11202,3070,articaine,1,,articaine
11203,3070,carticaine,,,carticaine
11204,4340,alogliptin,1,,alogliptin
11205,4341,almasilate,1,,almasilate
11206,4341,malinal,,,malinal
11207,4341,magnesium aluminosilicate,,,magnesium aluminosilicate
11208,4341,gelusil,,,gelusil
11209,1236,fondaparinux sodium,,,fondaparinux sodium
11210,1236,arixtra,,,arixtra
11211,1736,methanthelin,,,methanthelin
11212,1736,methanthelinium,1,,methanthelinium
11213,1689,mepenzolon,,,mepenzolon
11214,3192,athinazone,,,athinazone
11215,3192,ethinazone,,,ethinazone
11216,2094,1-Hexyltheobromine,,,1-hexyltheobromine
11217,2094,hexyltheobromine,,,hexyltheobromine
11218,2610,amethocaine,,,amethocaine
11219,2610,laudocaine,,,laudocaine
11220,1796,mianserine,,,mianserine
11221,1796,(+/-)-Mianserin,,,(+/-)-mianserin
11222,3569,sulfirame,,,sulfirame
11223,3569,sulfiramum,,,sulfiramum
11224,3569,tetrucid,,,tetrucid
11225,3413,chinoxone,,,chinoxone
11226,3413,fenidrone,,,fenidrone
11227,3413,hydroxycinchophene,,,hydroxycinchophene
11228,3413,oxinofen,,,oxinofen
11229,103,albamelin,,,albamelin
11230,103,albendol,,,albendol
11231,2027,(+/-)-Oxprenolol,,,(+/-)-oxprenolol
11232,2027,dl-Oxprenolol,,,dl-oxprenolol
11233,1816,mepirzapin,,,mepirzapin
11234,1816,mepirzepine,,,mepirzepine
11235,1816,mirtabene,,,mirtabene
11236,1816,mirtazepine,,,mirtazepine
11237,1816,mirtazipine,,,mirtazipine
11238,224,phenazoline,,,phenazoline
11239,1725,metformin hydrochloride,,,metformin hydrochloride
11240,1679,memantine hydrochloride,,,memantine hydrochloride
11241,1679,ebixa,,,ebixa
11242,2484,Strychnidin-10-one,,,strychnidin-10-one
11243,2484,(-)-Strychnine,,,(-)-strychnine
11244,2484,strychnin,,,strychnin
11245,808,dibenzheptropine,,,dibenzheptropine
11246,3168,metebanyl,,,metebanyl
11247,3168,oxymetebanol,,,oxymetebanol
11248,3168,oxymethebanol,,,oxymethebanol
11249,2033,anasteron,,,anasteron
11250,2033,anasteronal,,,anasteronal
11251,2033,nastenon,,,nastenon
11252,2033,oxymethenolone,,,oxymethenolone
11253,2033,protanabol,,,protanabol
11254,1207,fluorescein acid,,,fluorescein acid
11255,1207,resorcinolphthalein,,,resorcinolphthalein
11256,1207,yellow fluorescein,,,yellow fluorescein
11257,2875,lodopin,,,lodopin
11258,2875,nipolept,,,nipolept
11259,2678,tiquizium bromide,,,tiquizium bromide
11260,2678,thiaton,,,thiaton
11261,213,androxan,,,androxan
11262,2746,modrastane,,,modrastane
11263,2746,modrefen,,,modrefen
11264,2746,modrenal,,,modrenal
11265,2746,desopan,,,desopan
11266,2068,paxetil,,,paxetil
11267,2068,paxil,,,paxil
11268,1944,nitisone,,,nitisone
11269,1944,orfadin,,,orfadin
11270,596,mechloral,,,mechloral
11271,596,mecoral,,,mecoral
11272,596,medodorm,,,medodorm
11273,959,ansimar,,,ansimar
11274,959,dioxyfilline,,,dioxyfilline
11275,959,doxophylline,,,doxophylline
11276,1904,nevarapine,,,nevarapine
11277,870,cycladiene,,,cycladiene
11278,870,dienesterol,,,dienesterol
11279,870,dienoestrol,,,dienoestrol
11280,870,estrodienol,,,estrodienol
11281,870,follidiene,,,follidiene
11282,870,oestrodiene,,,oestrodiene
11283,870,synestrol,,,synestrol
11284,3486,(+/-)-Practolol,,,(+/-)-practolol
11285,3486,eraldin,,,eraldin
11286,3486,teranol,,,teranol
11287,3486,dl-Practolol,,,dl-practolol
11288,1996,tetrahydrolipstatin,,,tetrahydrolipstatin
11289,1996,xenical,,,xenical
11290,1976,buphenin,,,buphenin
11291,1976,buphenine,1,,buphenine
11292,1976,nilidrine,,,nilidrine
11293,2045,palmitic acid monoethanolamide,,,palmitic acid monoethanolamide
11294,2045,palmitoylethanolamide,,,palmitoylethanolamide
11295,2045,palmitic monoethanolamide,,,palmitic monoethanolamide
11296,3622,clearnal,,,clearnal
11297,812,demethylimipramine,,,demethylimipramine
11298,812,desimipramine,,,desimipramine
11299,812,desipramin,,,desipramin
11300,812,desmethylimipramine,,,desmethylimipramine
11301,812,methylaminopropyliminodibenzyl,,,methylaminopropyliminodibenzyl
11302,812,monodemethylimipramine,,,monodemethylimipramine
11303,812,norimipramine,,,norimipramine
11304,749,marezine,,,marezine
11305,749,nautazine,,,nautazine
11306,639,cidofovir monophosphate,,,cidofovir monophosphate
11307,639,cidovir,,,cidovir
11308,1620,ethynylestrenol,,,ethynylestrenol
11309,1620,linestrenol,,,linestrenol
11310,1620,orgametril,,,orgametril
11311,1620,orgametrol,,,orgametrol
11312,2315,phrenotropin,,,phrenotropin
11313,1507,dimethylaminoisopropylazaphenothiazine,,,dimethylaminoisopropylazaphenothiazine
11314,4115,saphris,,,saphris
11315,1272,galantamin,,,galantamin
11316,1272,galantamina,,,galantamina
11317,1272,lycoremin,,,lycoremin
11318,1272,lycoremine,,,lycoremine
11319,1272,galanthamine,,,galanthamine
11320,1272,(-)-Galantamine,,,(-)-galantamine
11321,1272,(-)-Galanthamine,,,(-)-galanthamine
11322,2195,pipradol,,,pipradol
11323,2195,pipralon,,,pipralon
11324,2195,piridrol,,,piridrol
11325,2195,pyridrol,,,pyridrol
11326,2195,pyridrole,,,pyridrole
11327,1930,hydroxymethylnitrofurantoin,,,hydroxymethylnitrofurantoin
11328,1930,urfadine,,,urfadine
11329,693,clofenamidum,,,clofenamidum
11330,693,monochlorphenamide,,,monochlorphenamide
11331,1654,mezapam,,,mezapam
11332,433,(+/-)-Bupranolol,,,(+/-)-bupranolol
11333,433,bupranol,,,bupranol
11334,1858,edrul,,,edrul
11335,2464,DL-Sotalol,,,dl-sotalol
11336,2007,conflictan,,,conflictan
